Chaser,Maleh
רֹטֶב,רוטב
רוֹתֵחַ,רותח
דִּמְסַפְּקָא,דמספקא
בִּשְׁלָן,בשלן
שְׁרָאָן,שראן
בְּמַשְׁקִין,במשקין
בְּמָרָק,במרק
בַּפְּרוּסוֹת,בפרוסות
נִשְׁתַּנָּה,נשתנה
הַמַּשְׁקִין,המשקין
הַפְּרוּסוֹת,הפרוסות
בְּיָדוּעַ,בידוע
שֶּׁנֶּאֱבַד,שנאבד
אָדֹם,אדום
וּבִשְּׁלָה,ובשלה
גְּרִיסִין,גריסין
שֶׁנַּעֲשִׂין,שנעשין
וּבִשְּׁלָם,ובשלם
וּלְאַחֲרֵיהֶם,ולאחריהם
אוֹכְלָם,אוכלם
הַמָּרָק,המרק
שֶׁנִּתְבַּשְּׁלוּ,שנתבשלו
וְהֶחָלָב,והחלב
וּבְטֵלִים,ובטלים
לְגַבֵּיהֶם,לגביהם
וְעִקָּר,ועיקר
הָרֹטֶב,הרטב
בְּטֵלִים,בטלים
שֶׁאוֹכֵל,שאוכל
הַלְּבִיבוֹת,הלביבות
וְהַגְּרִיסִין,והגריסין
הַגְּרִיסִין,הגריסין
בִּשְׁבִילָם,בשבילם
שֶׁמִּין,שמין
טָפֵל,טפל
לְהַפְסִיד,להפסיד
בַּקְּדֵרָה,בקדרה
מִמַּצָּה,ממצה
כְּתוּשָׁה,כתושה
מְפֹרָר,מפורר
קְרֶעמֶזְל,קרעמזיל
שֶׁמְּעָרְבִים,שמערבים
וְגוֹבְלִין,וגובלין
וּמְבַשְּׁלִין,ומבשלין
מְטַגְּנִין,מטגנין
שֶׁבִּשְּׁלָם,שבשלם
מִינִים,מינים
שֶׁמְּבַשְּׁלִים,שמבשלים
פֵּרוּרֵי,פירורי
פּוֹלִין,פולין
עֶרְבֶּסְן,ערבסין
דְּהָיִינוּ,דהיינו
וְאוֹכְלִים,ואוכלים
וְהָרֹטֶב,והרוטב
נִתְמַעֲכוּ,נתמעכו
וְנִתְעָרְבוּ,ונתערבו
שֶׁמְעָרְבִין,שמערבין
וּמְטַגְּנִים,ומטגנים
מְבַשְּׁלִים,ומבשלים
שֶׁהַקֶּמַח,שהקמח
מֵחֲמִשָּׁה,מחמשה
הַקֶּמַח,הקמח
לְדַבֵּק,לדבק
שֶׁמְּתַקְּנִין,שמתקנין
אוֹפִין,אופין
מִשְׁקֵדִים,משקדים
שֶׁמְּבַשְּׁלִין,שמבשלין
וּמְתַקְּנִין,ומתקנין
קָלוּי,קלוי
וּמְטֻגָּן,ומטוגן
בּוֹרֵר,בורר
הַפֵּרוּרִים,הפירורים
הַמְּטֻגָּנִין,המטוגנין
מט,מט
ברכת,ברכת
היין,היין
והמטיב,והמטיב
תּוֹסֵס,תוסס
מֵעַצְמוֹ,מעצמו
וּבְשָׂמִים,ובשמים
כְּחֹמֶץ,כחומץ
שֶׁנִּמְנָעִין,שנמנעין
בְּבִרְכָּתוֹ,בברכתו
בִּתְחִלָּתוֹ,בתחלתו
שֶּׁהוֹצִיאוּ,שהוציאו
דְּרִיכָה,דריכה
נֶעֶצְרוּ,נעצרו
הַבָּד,הבד
נָתְנוּ,נתנו
מָצְאוּ,מצאו
טַעְמוֹ,טעמו
שִׁמְרֵי,שמרי
כְּמָיִם,כמים
שֶׁנִּתְעָרֵב,שנתערב
מִשִּׁשָּׁה,מששה
שֶּׁבַּמַּיִם,שבמים
כְּמַיִם,כמים
לִמְזֹג,למזוג
וְלִשְׁתּוֹתוֹ,ולשתותו
פּוֹטֵר,פוטר
שְׁאַר,שאר
מִבְּרָכָה,מברכה
וּמִבְּרָכָה,ומברכה
דְּאַכַּתִּי,דאכתי
נִפְטְרָה,נפטרה
רַבּוֹת,רבות
הַמְּקַדֵּשׁ,המקדש
נִפְטְרוּ,נפטרו
לְפָטְרָם,לפטרם
סַבְרִי,סברי
רַבּוֹתַי,רבותי
רְצוֹנוֹ,רצונו
דַּעְתְּכֶם,דעתכם
לִשְׁמוֹעַ,לשמוע
שֶׁיִפְסְקוּ,שיפסקו
מֵאֲכִילָתָם,מאכילתם
וְהֵבִיאוּ,והביאו
אַסַּח,אסח
דַּעְתֵּיהּ,דעתיה
מִיָּיִן,מיין
וְהַמֵּטִיב,והמטיב
הֵבִיאוּ,הביאו
מְבָרְכִים,מברכים
וּמֵעֻבְדָּא,ומעובדא
דְּרַבִּי,דרבי
חָבִית,חבית
דְּמְבָרְכִינַן,דמברכינן
בִּסְתָם,בסתם
שֶׁהַשֵּׁנִי,שהשני
בַּטַּעַם,בטעם
יֵינוֹת,יינות
כְּשֶׁבֵּרַךְ,כשבירך
הַמְּשֻׁבָּח,המשובח
הַגָּרוּעַ,הגרוע
הַיֵּינוֹת,היינות
דְּהָכִי,דהכי
מַשְׁמַע,משמע
וּבָנָיו,ובניו
שֶׁמֵּסֵב,שמיסב
בִּסְעוּדוֹת,בסעודות
בְּשֻׁתָּפוּת,בשתפות
כּוֹסוֹ,כוסו
כִּיּוּן,כיון
שֻׁתָּפוֹת,שותפות
כוּלָּם,כולם
וַיֹּאמֶר,ויאמר
וַיַּעֲנוּ,ויענו
שֶׁיִּטְעֹם,שיטעום
נ,נ
כללים,כללים
בברכה,בברכה
ראשונה,ראשונה
הֶקְדֵּשׁ,הקדש
הַהֶקְדֵּשׁ,ההקדש
הַפִּדְיוֹן,הפדיון
וְהַנֶּהֱנֶה,והנהנה
פִּדְיוֹן,פדיון
מָעַל,מעל
וְהַבְּרָכָה,והברכה
בְּקָדְשֵׁי,בקדשי
שֶׁבְּדִיעֲבַד,שבדיעבד
וּמִין,ומין
שֶׁנִּסְתַּפְּקוּ,שנסתפקו
לְהַכְרִיעַ,להכריע
לְפָטְרוֹ,לפטרו
שֶׁמְּבָרְכִין,שמברכין
לְהָרִיחַ,להריח
שֶׁיִּקַּח,שיקח
אֵיזוֹ,איזו
שֶׁכְּשֶׁיִּזְכֹּר,שכשיזכור
שֶׁיְּסַיֵּים,שיסיים
אֲחָזוֹ,אחזו
שֶׁהֵבִיאוּ,שהביאו
וְנָפַל,ונפל
וְנֶאֱבַד,ונאבד
נִמְאַס,נמאס
שֶּׁלָּקַח,שלקח
וְהוּבָא,והובא
שָׁאנֵי,שאני
דִבּוּר,דבור
שֶׁיִּבְלַע,שיבלע
הַלְּעִיסָה,הלעיסה
וְלַחְתֹּךְ,ולחתוך
כְּשֶׁהַפְּרִי,כשהפרי
דְּמִצְוָה,דמצווה
הַשָּׁלֵם,השלם
וְהַשְּׁהִיָּה,והשהיה
שְׁתִיָּתוֹ,שתייתו
בִּזְיוֹן,בזיון
הַטּוֹעֵם,הטועם
וּפוֹלֵט,ופולט
בּוֹלֵעַ,בולע
וְיִבְלָע,ויבלע
מֻטְעָם,מוטעם
וְנֶהֱנֶה,ונהנה
הָרְאוּיָה,הראויה
הִתִּירָה,התירה
נֶהֱנֶה,נהנה
לְצַחְצֵחַ,לצחצח
מִטַּעֲמוֹ,מטעמו
מִמְּזוֹנוֹ,ממזונו
דְּמֵיזָן,דמיזן
זָיֵן,זיין
נִכְנָס,נכנס
בִּגְרוֹנוֹ,בגרונו
לְבָלְעוֹ,לבלעו
שֶׁנֶּהֱנֶה,שנהנה
מִמֶּנּוֹ,ממנו
לִצְמָאוֹ,לצמאו
שֶּׁנִּכְנַס,שנכנס
בִּשְׁתִיַּת,בשתיית
וְהִכְנִיס,והכניס
שֶׁאַף,שאף
יַפְלִיטוֹ,יפליטו
מִסַלְּקוֹ,מסלקו
לְסַלְּקָן,לסלקן
יִפְלֹט,יפלוט
לְאִבּוּד,לאבוד
דָּחוּק,דחוק
שֶׁבְּתוֹךְ,שבתוך
בּוֹלְעָן,בולען
דְּנִזְכַּר,דנזכר
לְעוֹבֵר,לעובר
לַעֲשִׂיָתוֹ,לעשייתו
שֶׁבִּרְכוֹתֵיהֶם,שברכותיהם
אֱגוֹז,אגוז
וְתַפּוּחַ,ותפוח
וְלִפְטוֹר,ולפטור
וְנִפְטָר,ונפטר
דְאֵינוֹ,דאינו
שֶׁיִּפְטוֹר,שיפטור
לֶחָשׁוּב,לחשוב
גְּרָרָא,גררא
הָעֵץ,העץ
וּפְרִי,ופרי
שֶׁבִּרְכָתוֹ,שברכתו
דִּבְדִיעֲבַד,דבדיעבד
הַמְיֻחֶדֶת,המיוחדת
וַעֲנָבִים,וענבים
מִתְכַּוֵּן,מתכון
הָעֲנָבִים,הענבים
הַמְתֻקֶּנֶת,המתקנת
הִסִּיחַ,הסיח
וְנוֹשְׂאוֹ,ונושאו
הַחֶדֶר,החדר
הָאַחֵר,האחר
בַּסּוֹף,בסוף
תַּעֲלֶה,תעלה
לִשְׁנֵיהֶם,לשניהם
וְכֻלָּם,וכלם
שִׁנּוּ,שינו
שֶׁהָלְכוּ,שהלכו
שֶׁדַּעְתָּם,שדעתם
שֶׁנִּשְׁאָר,שנשאר
וְלִגְמוֹר,ולגמור
כְּשֶׁחוֹזְרִין,כשחוזרין
כִּסְעוּדָּה,כסעודה
מִפִּנָּה,מפינה
לְפִנָּה,לפינה
שֶׁהַחֶדֶר,שהחדר
בְּגַן,בגן
מֻקַּף,מוקף
מְחִצּוֹת,מחיצות
מֵאִילָן,מאילן
מֵאִילָנוֹת,מאילנות
הַגַּן,הגן
מִגַּן,מגן
לְגַן,לגן
נא,נא
אחרונה,אחרונה
הָאִילָן,האילן
מִשִּׁבְעַת,משבעת
הַמִּינִים,המינים
וִירָקוֹת,וירקות
גִּדּוּלוֹ,גידולו
כַּזָיִת,כזית
אֲבַל,אבל
מִידֵי,מידי
כִּבְרִיָּתוֹ,כברייתו
קִטְנִית,קטנית
מִכַּזָיִת,מכזית
נִתְחַלֵּק,נתחלק
חֲשִׁיבוּתֵיה,חשיבותיה
וּלְכֻלֵּי,ולכולי
מִכַּזָּיִת,מכזית
הָאֳכְלִין,האוכלין
לְכַזָּיִת,לכזית
כַּחֲצִי,כחצי
וְכַחֲצִי,וכחצי
לְאַחֲרֵיהֶן,לאחריהן
דְּהַֹשְתָּא,דהשתא
הָאֲכִילוֹת,האכילות
וּבִשְׁתִיָּה,ובשתיה
בְּשִׁבְעָה,בשבעה
נִשְׁתַּבְּחָה,נשתבחה
וּשְׂעוֹרָה,ושעורה
וְגֶפֶן,וגפן
וּתְאֵנָה,ותאנה
וְרִמּוֹן,ורמון
זֵית,זית
וּדְבָשׁ,ודבש
וְבָתָר,ובתר
בְּמִסְכֵּנֻת,במסכנות
וְאָכַלְתָּ,ואכלת
וְשָׂבָעְתָּ,ושבעת
וּבֵרַכְתָּ,וברכת
שֶׁבְּלֶחֶם,שבלחם
מְבֹאָר,מבאר
וּבֵרְכְתָּ,וברכת
הַמְפֹרָשִׁין,המפורשין
וְשִׁבֹּלֶת,ושבולת
שׁוּעָל,שועל
וְשִׁיפוֹן,ושיפון
נִכְלָלִין,נכללין
בְּחִטָּה,בחטה
בְּיַבְנֶה,ביבנה
חֲמֵשֶׁת,חמשת
לַחִים,לחים
וּתְאֵנִים,ותאנים
וְרִמּוֹנִים,ורמונים
וְזֵיתִים,וזיתים
ותְמָרִים,ותמרים
בַּתוֹרָה,בתורה
שֶׁמֵּהֵם,שמהם
כּוֹלֶלֶת,כוללת
בְּקִצּוּר,בקיצור
הַשָּׁלֹשׁ,השלש
הַכַּלְכָּלָה,הכלכלה
וְנוֹדֶה,ונודה
וּבְאֶרֶץ,ובארץ
בְּחוּץ,בחוץ
יִשְרָאֵל,ישראל
פֵּרוֹתֵיהָ,פירותיה
כּוֹלֵל,כולל
וָיַיִן,ויין
וּפֵרוֹת,ופרות
שְׁלָשְׁתָּן,שלשתן
וְיַקְדִּים,ויקדים
וּכְשֶׁכּוֹלֵל,וכשכולל
בַּחֲתִימָה,בחתימה
בַּסִּדּוּרִים,בסידורים
בָּקִי,בקי
בָּה,בה
מְעִנְיָנָא,מענינא
דְּיוֹמָא,דיומא
הִזְכִּיר,הזכיר
בַּדְּבָרִים,בדברים
"מ""ד","מ""ד"
שֶׁבָּרָא,שברא
עִקָּר,עיקר
וְחֶסְרוֹנָן,וחסרונן
הַנְּפָשׁוֹת,הנפשות
סִפּוּקָן,סיפוקן
הֶכְרֵחִיִּים,הכרחיים
קִיּוּם,קיום
חַיּוּתָן,חיותן
וְהַמַּיִם,והמים
לְהִתְעַנֵּג,להתענג
אוֹתָךְ,אותך
"החי""ת","החי""ת"
בְּפַתַח,בפתח
הַגָּאוֹן,הגאון
מִוִּילְנָא,מווילנא
זֵכֶר,זכר
הִסְכִּים,הסכים
שֶׁכָּתְבו,שכתבו
לַחְתֹּם,לחתום
נִתְחַיֵּב,נתחייב
יִשְׁכַּח,ישכח
כְּשֶׁיָּצָא,כשיצא
שְׁעַת,שעת
זְמַּנִּים,זמנים
כְּשֶׁנִּזְכַּר,כשנזכר
ֹשָתָה,שתה
וְהֵקִיא,והקיא
יְבָרֵך,יברך
גָרַע,גרע
מִנִּתְעַכֵּל,מנתעכל
נב,נב
בַּאֲדָמָה,באדמה
וְטָאטָארְקֶע,וטאטארקע
תִּירָס,תירס
אִילָן,אילן
שֶׁהָעֲנָפִים,שהענפים
נִשְׁאָרִים,נשארים
עָלִים,עלים
הָעֲנָפִים,הענפים
כְּגִבְעוֹלֵי,כגבעולי
כָּלִים,כלים
הַשֹּׁרֶשׁ,השורש
וְשֶׁמֶן,ושמן
וְתֵבַת,ותיבת
נִהְיָה,נהיה
בְּקָמַץ,בקמץ
כְּמֵהִין,כמהין
וּפִטְרִיּוֹת,ופטריות
שוואמען,שוואמען
גְּדֵלִין,גדלין
מִלַּחְלוּחִית,מלחלוחית
יְנִיקָתָן,יניקתן
נִקְרָאִין,נקראין
בִּרְכָתוֹ,ברכתו
וְכָבוּשׁ,וכבוש
כְּרוּב,כרוב
קְרוֹיט,קרויט
כָּבוּשׁ,כבוש
מָלִיחַ,מליח
שׁוּמִים,שומים
וּבְצָלִים,ובצלים
רַכִּין,רכין
הִזְקִינוּ,הזקינו
חֲרִיפִים,חריפים
כְּשֶׁהֵם,כשהם
מִכְּשֶׁהֵם,מכשהם
שֶׁהַבִּשּׁוּל,שהבישול
נִשְׁתַּבְּחוּ,נשתבחו
בִּשְּׁלָן,בשלן
וּדְבַשׁ,ודבש
הַגְּרוּעִים,הגרועים
אֲטָדִים,אטדים
וְקוֹצִים,וקוצים
אִילָנוֹת,אילנות
שֶׁיָּצְאוּ,שיצאו
אֱנָֹשֵי,אינשי
יַעַר,יער
שֶׁכְּשֶׁהֵם,שכשהם
בִּדְבַֹש,בדבש
לוּזִין,לוזין
שֶׁגְּדֵלִים,שגדלים
בַּיַּעַר,ביער
חֲשׁוּבִים,חשובים
עֲשָׂבִים,עשבים
זְרִיעָה,זריעה
זוֹרְעִין,זורעין
חַסָּה,חסה
שֶׁנִּזְרַע,שנזרע
פְרִי,פרי
בַּעֲשָׂבִים,בעשבים
יָאגְדֶּעס,יאגדעס
וּמָאלִינֶעס,ומאלינעס
יוֹרֵד,יורד
מַדְרֵגָה,מדרגה
הַטָּפֵל,הטפל
צְלָף,צלף
קאפערנבוים,קאפערנבוים
שֶׁהֶעָלִין,שהעלין
עֲרָבָה,ערבה
וְאֶבְיוֹנוֹת,ואביונות
וְקַפְרִיסִין,וקפריסין
קְלִפּוֹת,קליפות
הָאֶבְיוֹנוֹת,האביונות
פְּרֵי,פרי
הֶעָלִין,העלין
הַתְּמָרוֹת,התמרות
הַקַּפְרִיסִין,הקפריסין
וְרָדִים,ורדים
שֶׁנִּרְקְחוּ,שנרקחו
תּפּוּחֵי,תפוחי
זָהָב,זהב
קִשּׁוּאִין,קישואין
שֶׁמְטַגְּנִין,שמטגנין
הַשַּׁרְבִיטִין,השרביטין
מֵהַקִּטְנִיּוֹת,מהקטניות
שֶׁזּוֹרְעִין,שזורעין
בַּשָּׂדוֹת,בשדות
מְתוּקִּים,מתוקים
אֲכָלָן,אכלן
הַקִטְנִיּוֹת,הקטניות
שֶׁזּוֹרְעִים,שזורעים
בַּגִּנּוֹת,בגינות
גַּרְעִינִין,גרעינין
גַּרְעִינִים,גרעינים
הַמָּרִים,המרים
אוֹכְלָן,אוכלן
מִתְּקָן,מתקן
מָרָה,מרה
נוֹטְעִין,נוטעין
שֶּׁבִּפְנִים,שבפנים
הָאוּר,האור
דַּפְרִי,דפרי
נִינְהוּ,נינהו
הַמְחֻפִּין,המחופין
שֶׁהַסֻכָּר,שהסוכר
נִגְמַר,נגמר
בִּשּׁוּלָן,בישולן
לְטַגֵּן,לטגן
אֶתְרוֹג,אתרוג
מְטֻגָּן,מטוגן
נוֹבְלוֹת,נובלות
שֶׁנִּשְׂרְפוּ,שנשרפו
וְנָבְלוּ,ונבלו
וְנָפְלוּ,ונפלו
שֶׁנִּתְקַלְקֵל,שנתקלקל
שֶׁעִפְּשָׁה,שעיפשה
וְתַבְשִׁיל,ותבשיל
שְׁמְּבַעבֵּעַ,שמבעבע
עֵרְבוֹ,ערבו
הָאַגָּסִּים,האגסים
אשריצן,אשריצין
שְֹרָף,שרף
כָּנוּס,כנוס
וְנִקְרָאִים,ונקראים
קָאלִינֶעס,קאלינעס
מוֹצְצִין,מוצצין
וְזוֹרְקִין,וזורקין
הַקְּלִפּוֹת,הקלפות
מְצִיצָה,מציצה
שֶׁעִקָּרוֹ,שעקרו
לַמַּשְׁקֶה,למשקה
וְהַגַּרְעִין,והגרעין
וּבוֹרֵא,ובורא
כְּשֶׁנִּכָּר,כשניכר
פֶּרִי,פרי
נִתְרַסֵּק,נתרסק
לעקפאר,לעקפאר
לאטווערג,לאטווערג
שֶׁמְבַשְּׁלִין,שמבשלין
מִשְּׁזִיפִין,משזיפין
שֶׁרִסְּקָן,שריסקן
רִסּוּק,ריסוק
שֶׁמְרַסְּקִין,שמרסקין
אֹרֶז,אורז
וְדֹחַן,ודוחן
הירז,הירז
ורייז,ורייז
וְעָשָׂה,ועשה
לְדֹחַן,לדוחן
הָאֹרֶז,האורז
הַדֹּחַן,הדוחן
דֹחַן,ודוחן
שֶׁנִּתְמַעֲכוּ,שנתמעכו
מִקִּטְנִיּוֹת,מקטניות
תִּרָס,תירס
הַסֻּכָּר,הסוכר
הַמּוֹצֵץ,המוצץ
קָנִים,קנים
צימרינד,צימרינד
שֶׁכּוֹסְסִין,שכוססין
וּבוֹלְעִין,ובולעין
וּפוֹלְטִין,ופולטין
נג,נג
שֶׁסְּחָטָן,שסחטן
הַזָּב,הזב
הַתְּמָרִים,התמרים
וְהַיַּיִן,והיין
מְיֻחֶדֶת,מיוחדת
לְבִשּׁוּל,לבישול
לָרֹב,לרוב
וְנָטְעֵי,ונטעי
אַדַּעְתָּא,אדעתא
לְבַשְּׁלָם,לבשלם
וְהַחִלּוּק,והחילוק
דְּהָתָם,דהתם
לִסְחוֹט,לסחוט
וְהָכָא,והכא
דְּיוֹתֵר,דיותר
וְהַיֶרֶק,והירק
שֶׁזָב,שזב
כַּוָּנַת,כוונת
הַיְרָקוֹת,הירקות
וְהַיְרָקוֹת,והירקות
הַבִּשּׁול,הבישול
הַשֵּׁכָר,השכר
מִתְּמָרִים,מתמרים
מִשְּׂעוֹרִים,משעורים
שֶׁכּוֹבְשִׁין,שכובשין
שֶׁיִּתְחַמְּצוּ,שיתחמצו
גורקען,גורקען
אוגרקיס,אוגרקיס
ראהטע,ראהטע
ריבען,ריבען
צוויקעל,צוויקעל
בוראקיס,בוראקיס
שֶׁטַּעַם,שטעם
הַיֶּרֶק,הירק
וְהַפְּרִי,והפרי
בָּרֹטֶב,ברוטב
יְתֻקְּנוּ,יתוקנו
הַכְּבִישָׁה,הכבישה
צִמּוּקִין,צימוקין
דּוֹרְכִין,דורכין
וְשָׁרָה,ושרה
הַצִּמּוּקִין,הצמוקין
שָׁרָה,שרה
וְתוֹסֵס,ותוסס
עֵרָה,עירה
לִכְלִי,לכלי
שִׁשִּׁית,ששית
בְּלַחוּתָן,בלחותן
שֶׁנִּתְיַבְּשׁוּ,שנתייבשו
כְּשֶׁנַּעֲשֶֹה,כשנעשה
הַצִמּוּקִין,הצמוקין
נד,נד
וְהָאֶחָד,והאחד
וּכְדֵי,וכדי
לְמַתֵּק,למתק
הַחֲרִיפוּת,החריפות
וּבִכְדֵי,ובכדי
בִּבְּרָכָה,בברכה
וּבְשָׁעָה,ובשעה
בְּאתוֹ,באתו
מַעֲמָד,מעמד
לְאִפּוּקֵי,לאפוקי
אַלִּיבָּא,אליבא
רֵיקָנָא,ריקנא
דְּיָרַד,דירד
מִבִּרְכָתוֹ,מברכתו
וּלְהוֹצִיא,ולהוציא
"רי""ב","רי""ב"
כִּיסְנִין,כיסנין
וְדֻבְשָׁנִין,ודבשנין
האניג,האניג
קוכען,קוכען
מִרְקַחַת,מרקחת
הַכִּיסְנִין,הכיסנין
הַמֶּרְקַחַת,המרקחת
הַקָפֶה,הקפה
וְנִדַּבְּקוּ,ונדבקו
אַזְלִינָן,אזלינן
בָּתָר,בתר
רֻבָּא,רבא
הָעִקַּר,העיקר
ֹשֶכָּתַבְתִּי,שכתבתי
"ר""ח","ר""ח"
מָרָק,מרק
וְהַמַּאֲכָל,והמאכל
בִּרְכוֹתֵיהֶן,ברכותיהן
הַמָרָק,המרק
ֹשֶֹנִּתְבַֹּשֵּל,שנתבשל
וסִימָן,וסימן
"נ""ג","נ""ג"
"קס""ח","קס""ח"
"ר""ב","ר""ב"
בְּשָׂמִים,בשמים
שְׁחוקִים,שחוקים
שֶׁעֵרְבָן,שערבן
הַבְּשָׂמִים,הבשמים
מוּסְקַט,מוסקט
קִּנָּמוֹן,קנמון
זַנְגְּבִיל,זנגביל
אונגבער,אונגבער
מֵחוֹשׁ,מיחוש
הַשֶּׁמֶן,השמן
מְעָרְבוֹ,מערבו
מֵאַחַר,מאחר
שֶׁעִקַּר,שעקר
הַמֻּעָט,המועט
וּפוֹטֵר,ופוטר
וְעִקַּר,ועיקר
שֶׁאַגַּב,שאגב
קִנָּמוֹן,קינמון
צִימְרִינד,צימרינד
דְּאַזְלִינָן,דאזלינן
מֶרְקַחַת,מרקחת
וְהַסֻכָּר,והסוכר
"נ""ב","נ""ב"
"ר""נ","ר""נ"
"ר""ד","ר""ד"
נה,נה
מִכֻּלָּם,מכלם
חָבִיב,חביב
וְחָפֵץ,וחפץ
שְׁנֵיהֶן,שניהן
בַּחֲבִיבוּת,בחביבות
שֶׁנִּשְׁתַּבְּחָה,שנשתבחה
וְהַשְּׁאָר,והשאר
שְׁלֵמים,שלמים
עָלָי,עלי
הֶחָבִיב,החביב
חֵצִי,חצי
שְׁלֵמִים,שלמים
חֲסֵרִים,חסרים
לְבוֹרֵא,לבורא
וְשָׁוִים,ושוים
שֶׁהִקְדִּימוֹ,שהקדימו
וְאֶרֶץ,וארץ
בַּתְרָא,בתרא
קוֹדְמִים,קודמים
לַעֲנָבִים,לענבים
שֶׁתְּמָרִים,שתמרים
לְאֶרֶץ,לארץ
קַמָּא,קמא
וְקָבְעוּ,וקבעו
מַעֲלָה,מעלה
לְמִין,למין
כְּשֶׁנִּגְמְרָה,כשנגמרה
נִגְמְרָה,נגמרה
לָה,לה
מִשְׁתַּבֵּחַ,משתבח
קְרָא,קרא
בְּמִדִי,במדי
חָזִי,חזי
הֲנָאָתוֹ,הנאתו
הַכּוֹסֵס,הכוסס
קְדִימָה,קדימה
שֶׁבִּרְכָּתוֹ,שברכתו
מִשְּׁנֵיהֶם,משניהם
קוֹדְמוֹת,קודמות
חֲשׁוּבוֹת,חשובות
מְבֹרָרוֹת,מבררות
פּוֹטְרוֹת,פוטרות
וְשֶׁהַכֹּל,ושהכל
שֵׁבִּרְכָּתוֹ,שברכתו
"רי""א","רי""א"
כְּשֶׁמְקַדֵּשׁ,כשמקדש
בָּשְׁתּוֹ,בושתו
שֶׁמַּקְדִּימִין,שמקדימין
הַיָיִן,היין
שֶׁמְּקַדֵּשׁ,שמקדש
"רע""א","רע""א"
"רצ""ט","רצ""ט"
נו,נו
"חיי""א","חיי""א"
כלל,כלל
"נ""ח","נ""ח"
וְהִקְדִּים,והקדים
וְנִתְכַּוֵּן,ונתכוין
יוֹנֵק,יונק
מְסֻפָּק,מסופק
לְבָרֵר,לברר
אֹפֶן,אופן
"וע""ל","וע""ל"
ס',ס'
"ס""ב","ס""ב"
שֶׁלְּכַתְּחִלָּה,שלכתחלה
נ',נ'
בַּכַּוָּנָה,בכונה
קָסָבַר,קסבר
שֵכָר,שכר
וְסִיֵּם,וסיים
בִּדְבָרוֹ,בדברו
דְּמִשּׁוּם,דמשום
בְּכַּוָּנָה,בכונה
סָבוּר,סבור
בְּטָעוּת,בטעות
וְתִקֵּן,ותקן
אֲמִירָתוֹ,אמירתו
שֵׁכַר,שכר
וְסָעִיף,וסעיף
טָעַם,טעם
טְעִימָתוֹ,טעימתו
ולענין,ולענין
קידוש,קידוש
"ע""ל","ע""ל"
עז,עז
נז,נז
שֶּׁהֵכִין,שהכין
שֶׁקָּנָה,שקנה
גְּלֻסְקָא,גלסקא
וְסָבַר,וסבר
נִתְאַוָּה,נתאוה
שֶׁהֵכִין,שהכין
שֶּׁהֵבִיאו,שהביאו
לְיוֹתֵר,ליותר
שֶּׁיָּבִיאוּ,שיביאו
אַזַי,אזי
מֵהָרִאשׁוֹנִים,מהראשונים
שֶׁבִּרְכוֹתֵיהֶן,שברכותיהן
נִמְלָךְ,נמלך
דִּהַיְנוּ,דהינו
שֶׁמִּתְּחִלָּה,שמתחלה
מֵהָרִאשׁוֹנים,מהראשונים
הַשְּׁנִיִים,השניים
מֵהָרִאשׁוֹנוֹת,מהראשונות
הַשְּׁנִִיים,השניים
בִּסְּתָמָא,בסתמא
מִלְּאָכְלָם,מלאכלם
וְחָבִיב,וחביב
הָרִאשׁוֹנים,הראשונים
כְּשֶׁנִּתְכַּוֵּן,כשנתכון
דָּמִי,דמי
לְפֵּרוֹת,לפרות
ֹשֶאֵלוּ,שאלו
תַּפּוּחִים,תפוחים
מְחֻלָּקִים,מחלקים
הָיו,היו
"ר""ו","ר""ו"
מַיְרִי,מירי
בְּאָדָם,באדם
דְּהַכֹּל,דהכל
בְּדַעַת,בדעת
שֵנִית,שנית
לְבַקָּשַׁת,לבקשת
שֶׁהָאוֹרְחִים,שהאורחים
בְּדַעְתָּם,בדעתם
צָרְכָּם,צרכם
"קע""ט","קע""ט"
"ובחיי""א","ובחיי""א"
וְנָתְנוּ,ונתנו
נח,נח
מִמַּאֲכָל,ממאכל
מֵרֵיחַ,מריח
יָה,יה
שֶׁהַנְּשָׁמָה,שהנשמה
נֶהֱנֵית,נהנית
דִּכְשֶׁמַּפְסִיק,דכשמפסיק
מֵחָטְמוֹ,מחטמו
שֶׁנִּתְעַכֵּל,שנתעכל
תַּעֲרוֹבוֹת,תערובות
צִיטְרָאן,ציטראן
לִימוֹן,לימון
וְאֶתְרוֹג,ואתרוג
מִסֻכּוֹת,מסכות
ֹשֶיִתְבָּאֵר,שיתבאר
"קל""ז","קל""ז"
וְהָרֵיחַ,והריח
הַמֵּרִיחַ,המריח
עֲצֵי,עצי
הַהֲדַס,ההדס
וֶרֶד,ורד
ראזען,ראזען
הַלְּבוֹנָה,הלבונה
דְּעִקָּרוֹ,דעקרו
דִּמְבָרְכִין,דמברכין
וָיֶרֶק,וירק
עִשְׂבֵי,עשבי
בְשָׂמִים,בשמים
"העי""ן","העי""ן"
בְּחִירִק,בחירק
"וְהַבֵּי""ת","והבי""ת"
רְפוּיָה,רפויה
הַחִירִק,החירק
תְּנוּעָה,תנועה
קַלָּה,קלה
דִסְמוּכָה,דסמוכה
"לאהו""י","לאהו""י"
וְהַסִּימָן,והסימן
יֶרֶק,ירק
שֶׁהַגִּבְעוֹל,שהגבעול
כְּגִבְעוֹל,כגבעול
וּמִתְקַיֵּם,ומתקים
