Chaser,Maleh
וּמוֹנְעִין,ומונעין
מְסַכְּנִין,מסכנין
וּמֵתִים,ומתים
שֶׁיְּתַקְּנוּ,שיתקנו
תַּנּוּרֵי,תנורי
שֶׁאָבְדוּ,שאבדו
פִּסְחֵיהֶם,פסחיהם
שֶׁיִּבְנוּ,שיבנו
הַתַּנוּרִים,התנורים
וְיִיבְשׁוּ,וייבשו
הַצִּנָּה,הצינה
מִמְּקוֹמָם,ממקומם
בְּטַהְרָה,בטהרה
עִבְּרוּ,עיברו
סַעַד,סעד
שֶׁצְּרִיכָה,שצריכה
עִבּוּר,עיבור
הַגְּדָיִים,הגדיים
וְהַטְּלָאִים,והטלאים
הְגּוֹזָלוֹת,הגוזלות
פָרְחוּ,פרחו
לַפְּסָחִים,לפסחים
וְהַגּוֹזָלוֹת,והגוזלות
לִרְאִיָּה,לראייה
שֶׁמָּשְׁכָה,שמשכה
שֶׁהַגְּדָיִים,שהגדיים
בַּמְּזֻמָּנִין,במזומנין
וְנֵדַע,ונדע
שֶׁזֻּמְּנוּ,שזומנו
וּבְכַמָּה,ובכמה
סַנְהֶדְּרֵי,סנהדרי
שֶׁסָּמְכוּ,שסמכו
וְנִבְדֹּק,ונבדוק
הַמְּזֻמָּנִים,המזומנים
וְנוֹשְׂאִים,ונושאים
בְּמֵעוּטָן,במיעוטן
הַמְּזֻמָּנִין,המזומנין
וְנוֹשְׂאִין,ונושאין
בְּשִׁבְעָה,בשבעה
לְעַבַּר,לעבר
שֶׁגָּמְרוּ,שגמרו
הַשִּׁבְעָה,השבעה
וּבְעִבּוּר,ובעיבור
וּלְקִדּוּשׁ,ולקידוש
לְעִבּוּר,לעיבור
חֵילוֹתָיו,חילותיו
וּמִלְחָמוֹתָיו,ומלחמותיו
שֶׁהַשְּׁכִינָה,שהשכינה
"""לְשִׁכְנוֹ","""לשכנו"
"תִדְרְשׁוּ""","תדרשו"""
עִבְּרוּהָ,עיברוה
בַּגָּלִיל,בגליל
וּמִשֶּׁיִּכָּנֵס,ומשייכנס
שֶׁעִבְּרוּהָ,שעיברוה
שֶׁיְּעַבְּרוּ,שיעברו
רֵעָבוֹן,רעבון
הַגְּרָנוֹת,הגרנות
וְלִחְיוֹת,ולחיות
הַסְּפִיחִין,הספיחין
יִמְצְאוּ,ימצאו
לְקָרְבַּן,לקרבן
וּרְגִילִין,ורגילין
וּבַשְּׁבִיעִית,ובשביעית
יְעַבְּרוּ,יעברו
לְהִתְעַבַּר,להתעבר
אִגָּרוֹת,איגרות
וּמוֹדִיעִים,ומודיעים
שֶׁהִסְכַּמְתִּי,שהסכמתי
וַחֲבֵרַי,וחבריי
וְהוֹסַפְנוּ,והוספנו
שֶׁחֹדֶשׁ,שחודש
הָעִבּוּר,העיבור
לְהוֹסִיפוֹ,להוסיפו
מִקְּבִיעַת,מקביעת
וְעִבּוּר,ועיבור
שֶׁכַּךְ,שכך
וְאַהֲרוֹן,ואהרון
בִּמְקוֹמָם,במקומם
וּבַאֲרָצוֹת,ובארצות
לְמַעְרַב,למערב
שֶׁחָרְבָה,שחרבה
שֶׁמַּגִּיעִין,שמגיעין
שֶׁיִּזָּהֲרוּ,שייזהרו
אֲבוֹתֵיהֶם,אבותיהם
שֶׁמְּצַפִּין,שמצפין
לָעֵדִים,לעדים
בִּקְרִיבַת,בקריבת
שֶׁבַּוַּדַּאי,שבוודאי
שֶׁמִּי,שמי
חֵרוּם,חירום
וְגָלִיל,וגליל
אַשְׁקְלוֹן,אשקלון
סוּרְיָה,סוריה
בִּהְיוֹת,בהיות
גְּמוּרִים,גמורים
כְּמִנְהָגָם,כמנהגם
בְּכִבּוּשׁ,בכיבוש
אוּשָׁא,אושא
וּשְׁפַרְעָם,ושפרעם
וְלוּד,ולוד
וְיַבְנֶה,ויבנה
וְנוֹב,ונוב
וּטְבֶרְיָה,וטבריה
מִסּוּרְיָה,מסוריה
צוֹר,צור
וְדַמֶּשֶׂק,ודמשק
וְאַשְׁקְלוֹן,ואשקלון
וְעַמּוֹן,ועמון
שֶׁבִּידֵיהֶן,שבידיהן
שֶׁנִּתְחַדְּשָׁה,שנתחדשה
שֶׁשָּׁכְנוּ,ששכנו
שֶׁרֹאשׁ,שראש
וּקְבִיעָתָם,וקביעתם
וּבִקְבִיעַת,ובקביעת
שֶׁיִּתְקַבַּץ,שיתקבץ
וּתְחִלַּת,ותחילת
שֶׁמְּחַשְּׁבִין,שמחשבין
קִבּוּצָם,קיבוצם
דִּקְדּוּק,דקדוק
וְשָׁעַת,ושעת
בְּמַהְלָכָם,במהלכם
מוֹלָד,מולד
וְעִיקְרֵי,ועיקרי
שֶׁיִּקְבְּעוּ,שיקבעו
וְהַשָּׁעָה,והשעה
מְחֻלֶּקֶת,מחולקת
שֶׁמִּנְיָן,שמניין
חֵצִי,חצי
וּשְׁמִין,ושמין
וּשְׁתוּת,ושתות
וּתְשִׁיעַ,ותשיע
וְעִשּׂוּר,ועישור
מִשֶּׁיִּתְקַבַּץ,משיתקבץ
וְהַחַמָּה,והחמה
לֵילוֹ,לילו
וּשְׁבַע,ושבע
וּמוֹלָד,ומולד
חָדְשָׁהּ,חודשה
מֵחֳדָשִׁים,מחודשים
כְּלָלָהּ,כללה
וּשְׁנַת,ושנת
וּמָאתַיִם,ומאתיים
כְּשֶׁתַּשְׁלִיךְ,כשתשליך
הַשָּׁבוּעַ,השבוע
א',א'
"י""ב","י""ב"
"תשצ""ג","תשצ""ג"
ד',ד'
ח',ח'
"תתע""ו","תתע""ו"
שְׁאֵרִיתָהּ,שאריתה
"כ""א","כ""א"
"תקפ""ט","תקפ""ט"
מוֹלַד,מולד
וְתוֹסִיף,ותוסיף
שֶׁאַחֲרָיו,שאחריו
וְתֵדַע,ותדע
וּמֵאָה,ומאה
"ק""ז","ק""ז"
כְּשֶׁתּוֹסִיף,כשתוסיף
ג',ג'
"תת""ק","תת""ק"
הַמּוֹלָד,המולד
הַפְּשׁוּטָה,הפשוטה
הַמְּעֻבֶּרֶת,המעוברת
שֶׁלְּאַחֲרֶיהָ,שלאחריה
וְהַמּוֹלָד,והמולד
תַּתְחִיל,תתחיל
ב',ב'
"ר""ד","ר""ד"
וּמִמֶּנּוּ,וממנו
הַחֶשְׁבּוֹנוֹת,החשבונות
שֶׁתֵּדַע,שתדע
תִּשְׁלֹם,תשלום
הַשָּׁעוֹת,השעות
וּכְשֶׁיִּתְקַבַּץ,וכשיתקבץ
תַּשְׁלִיךְ,תשליך
וְתַנִּיחַ,ותניח
וּבְאֵיזוֹ,ובאיזו
מְעֻבָּרוֹת,מעוברות
מַחְזוֹר,מחזור
סָמַכְנוּ,סמכנו
שָׁאַתָּה,שאתה
וּשְׁעוֹתֵיהֶן,ושעותיהן
וְחֶלְקֵיהֶן,וחלקיהן
וְתַשְׁלִים,ותשלים
"תפ""ה","תפ""ה"
בְּמַחְזוֹר,במחזור
וְהַשֶּׁבַע,והשבע
הַמְּעֻבָּרוֹת,המעוברות
וּמַחְזוֹר,ומחזור
וּשְׁמִינִית,ושמינית
כְּשֶׁתְּקַבַּץ,כשתקבץ
מִשְּׁתֵּים,משתים
הַפְּשׁוּטוֹת,הפשוטות
וּשְׁאֵרִית,ושארית
"י""ו","י""ו"
"תקצ""ה","תקצ""ה"
שֶׁאָחֲרָיו,שאחריו
שֶׁמּוֹלַד,שמולד
וּמוֹלַד,ומולד
וּבַדֶּרֶךְ,ובדרך
מִשָּׁנִים,משנים
שֶׁעֲתִידִים,שעתידים
יְצִירָה,יצירה
וְתַעֲשֶׂה,ותעשה
מַחְזוֹרִין,מחזורין
הַמַּחְזוֹרִין,המחזורין
מִמַּחְזוֹר,ממחזור
נִשְׁלַם,נשלם
וְתִקַּח,ותיקח
וּתְקַבַּץ,ותקבץ
וְהַיָּמִים,והימים
תַּשְׁלִיכֵם,תשליכם
וְהַחֲלָקִים,והחלקים
מוֹלָדָהּ,מולדה
וּכְשֶׁתּוֹסִיף,וכשתוסיף
מְרַחְשְׁוָן,מרחשוון
בִּרְבִיעִי,ברביעי
"אד""ו","אד""ו"
שֶׁלְּאַחֲרָיו,שלאחריו
בְּשִׁשִּׁי,בשישי
בִּשְׁבִיעִי,בשביעי
לְמַעֲלָה,למעלה
בְּחֵלֶק,בחלק
בַּחֲצוֹת,בחצות
וְיִדָּחֶה,ויידחה
לְשֶׁלְּאַחַר,לשלאחר
ז',ז'
"י""ח","י""ח"
שֶׁמּוֹלָדָהּ,שמולדה
סִימְנָהּ,סימנה
ט',ט'
קוֹבְעִים,קובעים
סִימָנָהּ,סימנה
"ט""ו","ט""ו"
שֶׁתִּדָּחֶה,שתדחה
לַחֲמִישִׁי,לחמישי
"ר""ג","ר""ג"
"תקפ""ח","תקפ""ח"
תְּחַשַּׁב,תחשב
הַקְּבִיעָה,הקביעה
"בר""ד","בר""ד"
"בתקפ""ט","בתקפ""ט"
שֶׁהַחֶשְׁבּוֹן,שהחשבון
בְּהִלּוּכָם,בהילוכם
הָאֲמִתִּי,האמיתי
דְּחִיָּה,דחייה
לִפְגֹעַ,לפגוע
הַקִּבּוּץ,הקיבוץ
וְעִיקַר,ועיקר
הָאַרְבַּע,הארבע
דְּחִיּוֹת,דחייות
בְּמַהְלָךְ,במהלך
נִתְקַבְּצוּ,נתקבצו
אֲמִתִּי,אמיתי
וַחֲלָקִים,וחלקים
מֵהַבָּא,מהבא
שֶׁחָדְשָׁהּ,שחודשה
וּבְמִקְצַת,ובמקצת
הַחֲסֵרִים,החסרים
וְהַחֲסֵרִים,והחסרים
וּמִטֵּבֵת,ומטבת
שְׁבָט,שבט
סִיוָן,סיוון
וּבַשָּׁנָה,ובשנה
וְכִסְלֵו,וכסליו
חֳדָשֶׁיהָ,חודשיה
חֲסֵרִין,חסרין
שֶׁיִּקָּבַע,שייקבע
וְתַחְשֹׁב,ותחשוב
שֶׁרָצִינוּ,שרצינו
שֶׁשָּׁנָה,ששנה
תַּחְשֹׁב,תחשוב
שֶׁתִּסְמֹךְ,שתסמוך
בְּנוּיִין,בנויין
וְהַקְּבִיעוֹת,והקביעות
וְהַדְּחִיּוֹת,והדחייות
בַּשְּׁנִי,בשני
בִּפְשׁוּטָה,בפשוטה
בִּמְעֻבֶּרֶת,במעוברת
מֵחַכְמֵי,מחכמי
מֵרְבִיעַ,מרביע
וּפָרָס,ופרס
"שס""ה","שס""ה"
מְאוֹת,מאות
תְּקוּפָה,תקופה
לִתְקוּפָה,לתקופה
וּמִשֶּׁתֵּדַע,ומשתדע
לַתְּקוּפָה,לתקופה
שֶׁאַחֲרֶיהָ,שאחריה
לַשְּׁלִישִׁית,לשלישית
וְהַחֵלֶק,והחלק
מַזַּל,מזל
וּתְקוּפַת,ותקופת
הֱיוֹת,היות
"תרמ""ב","תרמ""ב"
מִשְּׁנַת,משנת
הַיְּצִירָה,היצירה
"וְתפ""ה","ותפ""ה"
וְקַבַּץ,וקבץ
וְתִגְרַע,ותגרע
תּוֹסִיף,תוסיף
בְּאֵיזוֹ,באיזו
וּמִמֶּנָּה,וממנה
וּתְקוּפָה,ותקופה
תִּרְצֶה,תרצה
בַּמַּחְזוֹר,במחזור
הַשְּׁלֵמִים,השלמים
הַגְּמוּרוֹת,הגמורות
שֶׁשָּׁלְמוּ,ששלמו
וְהַשְׁלֵךְ,והשלך
וְהוֹסֵף,והוסף
לִמְנוֹתוֹ,למנותו
וְלַאֲשֶׁר,ולאשר
שֶׁתְּקוּפָה,שתקופה
וְאַרְבַּעַת,וארבעת
לַיְּצִירָה,ליצירה
תִּשָּׁאֵר,תישאר
בִּתְּחִלַּת,בתחילת
יִקָּבַע,ייקבע
אֲחַד,אחד
וְלַיּוֹם,וליום
"ר""ס","ר""ס"
מָצִינוּ,מצינו
לַמַּחְזוֹר,למחזור
כְּשֶׁתִּקַּח,כשתיקח
כְּשֶׁתַּתְחִיל,כשתתחיל
וּפֶלֶא,ופלא
שֶׁטָּעִיתָ,שטעית
וְתַחְזֹר,ותחזור
וּתְחַשַּׁב,ותחשב
בְּדִקְדוּק,בדקדוק
וְהָרֶגַע,והרגע
י',י'
"קכ""א","קכ""א"
"מ""ח","מ""ח"
תִמְצָא,תמצא
יְשַׁלְּמוּ,ישלמו
וְהַמְּעֻבָּרוֹת,והמעוברות
"צ""א","צ""א"
"תקי""ט","תקי""ט"
"ל""א","ל""א"
וּכְשֶׁתֵּדַע,וכשתדע
הַתְּקוּפוֹת,התקופות
כְּשֶׁתֵּדַע,כשתדע
תּוֹסֶפְתָּהּ,תוספתה
הָרְגָעִים,הרגעים
שֶׁתְּחַשַּׁב,שתחשב
בַּמּוֹלָדוֹת,במולדות
תַּשְׁלִיכוֹ,תשליכו
וּבְרֶגַע,וברגע
שֶׁחֶשְּׁבּוֹן,שחשבון
שֶׁנִּתְבָּאֲרוּ,שנתבארו
וּבְמַהְלַךְ,ובמהלך
שֶׁמְּחַשֵּׁב,שמחשב
לְפָחוּת,לפחות
שֶׁרוּחוֹ,שרוחו
תָּאֵב,תאב
וְלַעֲמֹד,ולעמוד
הַסּוֹדוֹת,הסודות
וְדַרְכֵי,ודרכי
מַחְלוֹקוֹת,מחלוקות
שֶׁחָקְרוּ,שחקרו
וְהַגֵּימְטַרְיוֹת,והגימטריות
וַאֲנָשִׁים,ואנשים
נִשְׁתַּבְּשׁוּ,נשתבשו
וְנִתְעַלְּמוּ,ונתעלמו
סְפֵקוֹת,ספקות
פָגַע,פגע
צָלַל,צלל
הַבְּדִיקוֹת,הבדיקות
וְהַחֲקִירוֹת,והחקירות
בָּעִיקָרִים,בעיקרים
קַבָּלוֹת,קבלות
וּרְאָיוֹת,וראיות
נִכְתְּבוּ,נכתבו
הַיְּדוּעִים,הידועים
שֶׁמִּלְּאוֹ,שמלאו
לְקָרְבָה,לקורבה
וַעֲמוּקִים,ועמוקים
סוֹד,סוד
לִסְמוּכִים,לסמוכים
יִתְבּוֹנֵן,יתבונן
קֵרוּב,קירוב
שֶׁנִּתְעַלַּם,שנתעלם
דִקְדַּקְנוּ,דיקדקנו
הַגֵּימְטַרְיוֹת,הגימטריות
בִּידִיעַת,בידיעת
כְּשֶׁיֵּרָאֶה,כשייראה
מֵחֶשְׁבּוֹן,מחשבון
יִתְרוֹן,יתרון
לַאֲמִתּוֹ,לאמיתו
יִבָּהֵל,ייבהל
לְדַרְכֵי,לדרכי
מֻחְלָק,מוחלק
בִּשְׁלוֹשׁ,בשלוש
וּמַזָּל,ומזל
וְהַהַתְחָלָה,וההתחלה
מִתְחִלַּת,מתחילת
שְׁנִיּוֹת,שנייות
שְׁלִישִׁיּוֹת,שלישייות
תְּדַקְדַּק,תדקדק
וּתְחַלַּק,ותחלק
שֶׁכּוֹכָב,שכוכב
בְּמַזַּל,במזל
מִמַּזָּל,ממזל
שֶׁמַּזַּל,שמזל
וּמַזַּל,ומזל
מִמַּזַּל,ממזל
בְּעֶשְׂרִים,בעשרים
הַמִּנְיָנוֹת,המניינות
תְּקַבַּץ,תקבץ
הַשְּׁנִיּוֹת,השנייות
וְהַמַּעֲלוֹת,והמעלות
וּכְשֶׁתְּקַבַּץ,וכשתקבץ
שֶׁתּוֹפְסִין,שתופסין
כְּשֶׁתִּרְצֶה,כשתרצה
שֶׁגּוֹרְעִין,שגורעין
שֶׁהִצְרִיכָךְ,שהצריכך
ר',ר'
נ',נ'
מ',מ'
סִימָנָן,סימנן
ק',ק'
כ',כ'
ל',ל'
וְתַתְחִיל,ותתחיל
הַשְּׁלוֹשִׁים,השלושים
תִּגְרַע,תגרע
הֲרִימוֹתָ,הרימות
וַעֲשִׂיתוֹ,ועשיתו
הַתִּשְׁעָה,התשעה
הַמָּאתַיִם,המאתיים
וַעֲשִׂיתָהּ,ועשיתה
סִימָנוֹ,סימנו
"רנ""ט","רנ""ט"
"כ""ט","כ""ט"
וְגֵרָעוֹן,וגירעון
מַהְלָךְ,מהלך
כְּבֵדוּת,כבדות
כְּמַהְלָכוֹ,כמהלכו
מַהְלָכוֹ,מהלכו
וְגַלְגַּלּוֹ,וגלגלו
תַּעֲרֹךְ,תערוך
לַגַּלְגַּל,לגלגל
הַמַּהְלָךְ,המהלך
הַשּׁוֹוֶה,השווה
שֶׁמַּהְלַךְ,שמהלך
בְּגַלְגַּלּוֹ,בגלגלו
אֶמְצַע,אמצע
וְהַמַּהְלָךְ,והמהלך
מְבָאֲרִים,מבארים
שֶׁיּוֹמוֹ,שיומו
לְחֹדֶשׁ,לחודש
לַשְּׁטָרוֹת,לשטרות
לְחָרְבַּן,לחורבן
שֶׁהָרְאִיָּה,שהראייה
בְּנוּיִים,בנויים
הַסּוֹבְבִין,הסובבין
וּמְעִידִים,ומעידים
הַקַּו,הקו
צְפוֹנִית,צפונית
הַיִּשּׁוּב,היישוב
סִימָנָם,סימנם
"נ""ט","נ""ט"
מַהְלָכָהּ,מהלכה
"נ""א","נ""א"
"כ""ג","כ""ג"
"צ""ח","צ""ח"
"ל""ג","ל""ג"
"נ""ג","נ""ג"
שֶׁתַּשְׁלִיךְ,שתשליך
"רס""ה","רס""ה"
"ל""ח","ל""ח"
"קל""ו","קל""ו"
"כ""ח","כ""ח"
תִּכְפֹּל,תכפול
אֶצְלָךְ,אצלך
לְמַהְלָכָהּ,למהלכה
לְעֶשְׂרִים,לעשרים
וְלִשְׁלוֹשִׁים,ולשלושים
וּלאַרְבָּעִים,ולארבעים
שֶׁיָּדַעְתָּ,שידעת
וְלִשְׁלוֹשׁ,ולשלוש
שֶׁחֳדָשֶׁיהָ,שחודשיה
שֶׁתִּשְׁעָה,שתשעה
חֶפְצֵנוּ,חפצנו
וּמַהְלַךְ,ומהלך
"ל""ה","ל""ה"
וּמַהְלָכָהּ,ומהלכה
"שמ""ח","שמ""ח"
"נ""ה","נ""ה"
נְקֻדָּה,נקודה
גַּלְגַּלֵּי,גלגלי
מְאוֹדוֹ,מאודו
הַנְּקֻדָּה,הנקודה
סוֹבֶבֶת,סובבת
וּנְקֻדָּה,ונקודה
וּמַהְלָכוֹ,ומהלכו
שֶׁהָעִיקָר,שהעיקר
הַהַתְחָלָה,ההתחלה
בְּמַהְלָכָהּ,במהלכה
"ל""ב","ל""ב"
בְּעִיקָר,בעיקר
"כ""ו","כ""ו"
"מ""ה","מ""ה"
כִּשְׁתִּרְצֶה,כשתרצה
שֶׁמִּתְּחִלַּת,שמתחילת
הַסִּימָנִין,הסימנין
לָקַחְנוּ,לקחנו
לְמֵאָה,למאה
"ק""ה","ק""ה"
"ל""ז","ל""ז"
"כ""ה","כ""ה"
וְהָאֶמְצָע,והאמצע
תָחוּשׁ,תחוש
מַשְׁלִימִים,משלימים
כְּשֶׁנְּחַשַּׁב,כשנחשב
שֶׁתְּקַבַּץ,שתקבץ
הַשְּׁאֵרִית,השארית
וּבְאֶמְצַע,ובאמצע
בְּאוֹתָם,באותם
שֶׁתַּתְחִיל,שתתחיל
מֵעִיקָר,מעיקר
שֶׁהִתְחַלְנוּ,שהתחלנו
הַמֵּאוֹת,המאות
יָדַעְתָּ,ידעת
שֶׁהַשָּׁנָה,שהשנה
וְהַשָּׁנָה,והשנה
שֶׁעָשִׂינוּ,שעשינו
אֶמְצָעָהּ,אמצעה
שֶׁהוֹצֵאתָ,שהוצאת
אֶמְצָע,אמצע
נִתְבָּאַר,נתבאר
דְּבָרֵינוּ,דברינו
מַסְלוּל,מסלול
הַמַּסְלוּל,המסלול
מְנַת,מנת
שֶׁתּוֹסִיף,שתוסיף
וְדַע,ודע
הוֹדַעְנוּ,הודענו
שֶׁמְּנָת,שמנת
שֶׁמְּנַת,שמנת
הַשְּׁלוֹשׁ,השלוש
וּמִנְיָן,ומניין
וּמְנַת,ומנת
הַשִּׁבְעִים,השבעים
בְּמִנְיָנוֹ,במניינו
הָעֲשָׂרוֹת,העשרות
לָעֵת,לעת
וְסִימָנוֹ,וסימנו
הַגֹּבַהּ,הגובה
"נ""ב","נ""ב"
תַּקְפִּיד,תקפיד
תִּפְנֶה,תפנה
שֶׁהַמַּסְלוּל,שהמסלול
הַמָּנָה,המנה
"ק""ד","ק""ד"
חֲקֹר,חקור
וְהוֹסִיפוֹ,והוסיפו
הִתְחַלְנוּ,התחלנו
קַדְמוֹנִיּוֹת,קדמונייות
מַהְלָכִים,מהלכים
אֶמְצָעִיִּים,אמצעיים
וּמַהְלָךְ,ומהלך
וַעֲשָׂרָה,ועשרה
"י""ג","י""ג"
"קל""א","קל""א"
"רל""ז","רל""ז"
"רי""ו","רי""ו"
"נ""ח","נ""ח"
"כ""ב","כ""ב"
ו',ו'
"נ""ו","נ""ו"
"שמ""ד","שמ""ד"
"מ""ג","מ""ג"
"נ""ד","נ""ד"
"ק""ל","ק""ל"
"ל""ט","ל""ט"
"רכ""ו","רכ""ו"
"שכ""ט","שכ""ט"
"ש""ה","ש""ה"
לְחֶשְׁבּוֹנוֹת,לחשבונות
"י""ד","י""ד"
"פ""ד","פ""ד"
"מ""ב","מ""ב"
הִתְבּוֹנֵן,התבונן
ומַה,ומה
תְחִלָּה,תחילה
מֶרְחָק,מרחק
הַכָּפוּל,הכפול
בָאנוּ,באנו
בְּמֶרְחָק,במרחק
הַמֶּרְחָק,המרחק
לְתוֹסֶפֶת,לתוספת
תוֹסִיף,תוסיף
מִתְּשַׁע,מתשע
מִשְּׁתַּיִם,משתיים
מִתֶּשַׁע,מתשע
מִשִּׁשִּׁים,משישים
תִּרְאֶה,תראה
וְאַחַד,ואחד
בְּמַסְלוּל,במסלול
הַאֲחָדִים,האחדים
בַּמָּנוֹת,במנות
בַּמַּסְלוּל,במסלול
הַגְּמוּרִים,הגמורים
לְלֵיל,לליל
אֶמְצָעוֹ,אמצעו
"ל""ו","ל""ו"
"ק""ג","ק""ג"
"מ""ו","מ""ו"
וּבָאנוּ,ובאנו
הָעֲגֻלָּה,העגולה
שֶׁסּוֹבֵב,שסובב
שֶׁסּוֹבֶבֶת,שסובבת
נְקֻדּוֹת,נקודות
פּוֹגְעוֹת,פוגעות
הָעֲגֻלּוֹת,העגולות
בָּעֲגֻלָּה,בעגולה
מֵאַחַת,מאחת
לִצְפוֹן,לצפון
לִדְרוֹמָהּ,לדרומה
וְהַנְּקֻדָּה,והנקודה
לִדְרוֹם,לדרום
תוֹסֶפֶת,תוספת
בַּמַּזָּלוֹת,במזלות
אֲחוֹרַנִּית,אחורנית
מִטָּלֶה,מטלה
לְדָגִים,לדגים
לִדְלִי,לדלי
"י""ז","י""ז"
"נ""ז","נ""ז"
"קס""ט","קס""ט"
"מ""ד","מ""ד"
"ק""פ","ק""פ"
וּכְנֶגְדּוֹ,וכנגדו
הַזָּנָב,הזנב
שְׁנָת,שנת
"קפ""ב","קפ""ב"
"קע""ז","קע""ז"
בִּשְׁלָשְׁתָּן,בשלושתן
בְּמַעֲלָה,במעלה
רָאִיתָ,ראית
שֶׁהַיָּרֵחַ,שהירח
הַנְּטִיָּה,הנטייה
צְפוֹנִי,צפוני
דְּרוֹמִי,דרומי
וְהַמֶּרְחָק,והמרחק
וְנוֹסָף,ונוסף
וְיִתְקָרַב,ויתקרב
לַזָּנָב,לזנב
נוֹסָף,נוסף
מִמַּעֲלָה,ממעלה
שֶׁרֹחַב,שרוחב
נְטִיָּתוֹ,נטייתו
הַדְּרוֹמִי,הדרומי
הַצְּפוֹנִי,הצפוני
וּבְמַסְלוּל,ובמסלול
שֶׁהוֹדַעְנוּךָ,שהודענוך
מִנְיָנוֹת,מניינות
שֶׁמְּקוֹם,שמקום
"כ""ז","כ""ז"
"רל""א","רל""א"
שֶׁהִקְדַּמְנוּ,שהקדמנו
עֲתִידִים,עתידים
וּמוּכָנִים,ומוכנים
לִידִיעַת,לידיעת
וְהִזָּהֵר,והיזהר
בָּאֹרֶךְ,באורך
וּבָרֹחַב,וברוחב
מוּכָנִים,מוכנים
וְהִתְבּוֹנֵן,והתבונן
הָאֹרֶךְ,האורך
שֶׁתִּגְרַע,שתגרע
הַמַּרְאֶה,המראה
וְתָכִין,ותכין
נָלוֹז,נלוז
בְּמַעְגָּלוֹ,במעגלו
הַמִּקְצָת,המקצת
שֶׁתִּקַּח,שתיקח
תִּקָּח,תיקח
חֻמְשָׁיו,חומשיו
שְׁלִישִׁיתוֹ,שלישיתו
רְבִיעִיתוֹ,רביעיתו
חֲמִישִׁיתוֹ,חמישיתו
שְׁתוּתוֹ,שתותו
תִקָּח,תיקח
נְלִיזַת,נליזת
מַעְגָּל,מעגל
מַעְגַּל,מעגל
וְתִתְבּוֹנֵן,ותתבונן
הַמַּעְגָּל,המעגל
הֵפֶךְ,היפך
הַרֹחַב,הרוחב
שְׁלִישָׁיו,שלישיו
שֶׁבָּאנוּ,שבאנו
וְרֹחַב,ורוחב
"י""א","י""א"
בַּשְּׁנִיּוֹת,בשנייות
שֶׁהָאֹרֶךְ,שהאורך
וְחָזַרְנוּ,וחזרנו
וְלָקַחְנוּ,ולקחנו
תָּבִין,תבין
הַקִּצִּין,הקיצין
קִצֵּי,קיצי
מִיָּתֵר,מיתר
לְהִתְבּוֹנֵן,להתבונן
בְּקֶשֶׁת,בקשת
עָרַכְנוּ,ערכנו
הַקְּצוּבוֹת,הקצובות
תּוֹסָפוֹת,תוספות
גֵּרוּעִין,גירועין
שֶׁיָּגַעְנוּ,שיגענו
שֶׁהִמְצֵינוּ,שהמצינו
בְּחֶשְׁבּוֹנָם,בחשבונם
עֲקַלְקָלוֹת,עקלקלות
בְּמַעְגְּלוֹתָיו,במעגלותיו
"""שֶׁמֶשׁ","""שמש"
"מְבוֹאוֹ""","מבואו"""
בַּאֲרוּכָה,בארוכה
בִּקְצָרָה,בקצרה
מֵחֶשְׁבּוֹנוֹת,מחשבונות
וְהָרְאָיָה,והראיה
הַמְּצוּיִים,המצויים
לַמְּחַבֵּר,למחבר
שֶׁנִּתְגַּלָּה,שנתגלה
וְנוֹדְעָה,ונודעה
שֶׁאֲמָרוֹ,שאמרו
וְהַטַּעַם,והטעם
שֶׁמְּכַסִּין,שמכסין
בְּגַיְא,בגיא
וְתָלוּל,ותלול
שֶׁשּׁוֹכֵן,ששוכן
שֶׁמְּהַלֵּךְ,שמהלך
צַח,צח
שֶׁבִּימוֹת,שבימות
בְּטֹהַר,בטוהר
אָבָק,אבק
הָאָבָק,האבק
וְהָאֹרֶךְ,והאורך
שֶׁתַּעֲרֹךְ,שתערוך
הַקִּצִּים,הקיצים
וּגְלִיָּתוֹ,וגלייתו
וּמְקוֹמָהּ,ומקומה
הַמַּבְדִּילִין,המבדילין
וְקִבְּלוּם,וקיבלום
וְקִדְּשׁוּ,וקידשו
וּמָנוּ,ומנו
הַמְּקֻדָּשׁ,המקודש
וְלֵיל,וליל
שֶׁכִּסּוּהוּ,שכיסוהו
בַּמְּדִינוֹת,במדינות
וְהֶעָבִים,והעבים
שֶׁבְּיַד,שביד
בִּקְבִיעָה,בקביעה
וּמִתְכַּוְּנִין,ומתכוונין
וּבְחֶשְׁבּוֹנוֹת,ובחשבונות
וּמָתַי,ומתיי
הַמְּעֻבָּרִין,המעוברין
שֶׁמַּרְאִין,שמראין
וְהָרְשׁוּת,והרשות
בָּחֳדָשִׁים,בחודשים
הֱיוֹתוֹ,היותו
שֶׁנִּתְקַבַּץ,שנתקבץ
לִדְחוֹת,לדחות
וּמְכֻוָּנוֹת,ומכוונות
בִּמְדִינוֹת,במדינות
הַמַּעְרָבִית,המערבית
הַמְּכֻוֶּנֶת,המכוונת
לְמִזְרַח,למזרח
מִזְרָחִיּוֹת,מזרחייות
הַמִּזְרָחִית,המזרחית
שֶׁבְּמַעְרָב,שבמערב
וְשֶׁבְּמִזְרָח,ושבמזרח
בְּעָרֵי,בערי
וּמַעְרָב,ומערב
לְהַגְדִּיל,להגדיל
וּלְהַאְדִּירָהּ,ולהאדירה
