Chaser, Maleh
וְקֹמָה,וקומה
קְלָעִים,קלעים
לַכָּתֵף,לכתף
וְלַכָּתֵף,ולכתף
וּמִזֶּה,ומזה
לְשַׁעַר,לשער
בְּגֻבְהָה,בגובהה
גֻּבְהָה,גובהה
וְקוֹמָה,וקומה
לְרֻחְבָּה,לרחבה
גֻּזְמָא,גוזמא
אַטְעִיתֵהּ,אטעיתיה
גָּמְרִי,גמרי
מִפִּתְחָא,מפתחא
דְמַלְכִין,דמלכין
לִבְעוֹ,לבעו
דְּלָתוֹת,דלתות
כְּהֵיכָל,כהיכל
לִצְנִיעוּת,לצניעות
דַּעֲבִידָן,דעבידן
תַּהֲנֵי,תיהני
דִּרְוִיח,דרויח
שֶׁרָחָב,שרחב
אֲמַלְתְּרָא,אמלתרא
דְּגָבוֹהַּ,דגבוה
אֲמַלְתְּרָאוֹת,אמלתראות
מֵלָה,מילה
דַּאֲמַלְתְּרָאוֹת,דאמלתראות
בָּאוּלָם,באולם
תַּבְנִית,תבנית
כְּתַבְנִית,כתבנית
בְּרִיאָה,בריאה
וְתִקְשֵׁי,ותיקשי
יֵדְעוּ,ידעו
דֹרֹתֵיכֶם,דורותיכם
בַסֻּכּוֹת,בסוכות
הוֹשַׁבְתִּי,הושבתי
בְּהֶכֵּרָא,בהיכרא
אִפְּלוֹגֵי,איפלוגי
דְּלִישִׁיבָה,דלישיבה
דִּלְהִלּוּךְ,דלהילוך
קִנֵּי,קיני
פִּסְקֵי,פסקי
מְשָׁכֵהּ,משכיה
וּמִקְצָת,ומקצת
סְכָךְ,סכך
בְּמָבוֹי,במבוי
דְּכָשֵׁר,דכשר
קְלֹשׁ,קלוש
קָלְשַׁתְּ,קלשת
חֲמָתָהּ,חמתה
מִצִּלָּתָהּ,מצילתה
בָּרוּחַ,ברוח
כׇּרְחָךְ,כרחך
כְּשַׁפּוּדִין,כשפודין
צִלָּתָהּ,צלתה
מֵחַמָּתָהּ,מחמתה
דִּלְיָחִיד,דליחיד
דִּלְרַבִּים,דלרבים
אַחְמִירוּ,אחמירו
דִּכְשֵׁרָה,דכשרה
קְלַשַׁת,קלשת
כׇּרְחֲךָ,כרחך
מִפַּרְזַקְיָא,מפרזקיא
וּמִדְּכַר,ומדכר
סָמְכִי,סמכי
מִדַּכְרִי,מדכרי
שֻׁתָּפֵי,שותפי
חַמִּימָא,חמימא
קָרִרָא,קרירא
דְּאוֹרָיְיתָא,דאורייתא
חֲלַל,חלל
וְהֵיכָל,והיכל
חֲלָלוֹ,חללו
דִּלְמַטָּה,דלמטה
כִּלְמַעְלָה,כלמעלה
אַמַּת,אמת
וְאַמַּת,ואמת
בְּאַמָּה,באמה
לְגׇבְהוֹ,לגובהו
וּלְפִרְצַת,ולפירצת
וְרֹב,ורוב
לְגׇבְהָהּ,לגובהה
וּלְדֹפֶן,ולדופן
עֲקֻמָּה,עקומה
לְקָרַחַת,לקרחת
וְלִמְחוֹל,ולמחול
קָרַחַת,קרחת
וּמְחוֹל,ומחול
אֶמְצָעִיתוֹ,אמצעיתו
לַגָּדֵר,לגדר
הַשְּׁאָר,השאר
רְצוּפִים,רצופים
הַנָּטוּעַ,הנטוע
הָאֶמְצָעִיִּים,האמצעיים
שׂוֹחֲקוֹת,שוחקות
עֲצֵבוֹת,עצבות
דְּלִיהֶוְיָן,דליהויין
לְאַשְׁמוֹעִינַן,לאשמועינן
יְצַמְצֵם,יצמצם
יְסוֹד,יסוד
וְאַמָּה,ואמה
סוֹבֵב,סובב
בָּאַמּוֹת,באמות
וָטֹפַח,וטפח
וְחֵיק,וחיק
הָאַמָּה,האמה
וּגְבוּלָהּ,וגבולה
שְׂפָתָהּ,שפתה
זֶרֶת,זרת
חֲצִיצִין,חציצין
וּמְחִיצִין,ומחיצין
לִכְדִתְנַן,לכדתנן
שְׂעוֹרָה,שעורה
אַקְּרָאֵי,אקראי
וְרָחַץ,ורחץ
בְּרוּם,ברום
וְשִׁעֲרוּ,ושיערו
לִשְׂעָרוֹ,לשערו
וְכִדְרַבָּה,וכדרבה
חוֹצֶצֶת,חוצצת
חוֹצְצוֹת,חוצצות
לִבְשָׂרוֹ,לבשרו
לְרֻבּוֹ,לרובו
וּלְמִעוּטוֹ,ולמיעוטו
וּלְמַקְפִּיד,ולמקפיד
וּלְשֶׁאֵין,ולשאין
וּמַקְפִּיד,ומקפיד
מִעוּטוֹ,מיעוטו
הָאַמּוֹת,האמות
בְּבֵינוֹנִית,בבינונית
לְגוּד,לגוד
וּלְלָבוּד,וללבוד
לְמַעֲטוֹ,למעטו
רׇחְבּוֹ,רחבו
בְּהֶכֵּר,בהיכר
וּבְהֶכֵּר,ובהיכר
כְּהֶכֵּר,כהיכר
בִּגְזֵרָה,בגזירה
וְחָקַק,וחקק
לְהַשְׁלִימוֹ,להשלימו
חוֹקֵק,חוקק
מִשְׁכּוֹ,משכו
בִּדְרַבִּי,בדרבי
שֶׁנִּפְרַץ,שנפרץ
מִצִּדּוֹ,מצדו
פַּס,פס
בְּפִרְצָה,בפירצה
בְּדֹפֶן,בדופן
שֶׁנִּתָּר,שניתר
שֶׁאׇרְכּוֹ,שארכו
לֵה,ליה
הַבּוֹלֵט,הבולט
מִדׇּפְנוֹ,מדפנו
מִתּוֹרַת,מתורת
לְמִהְוֵי,למיהוי
מַעֲמִידוֹ,מעמידו
דְּמוֹקֵי,דמוקי
אוֹסֹפֵי,אוספי
דִּמְטַפֵּי,דמטפי
דִּמְבַצַּר,דמבצר
הַפָּרוּץ,הפרוץ
נִתֶּרֶת,נתרת
פִּרְצָתָהּ,פרצתה
שֶׁפִּרְצָתוֹ,שפירצתו
פִּרְצָתוֹ,פרצתו
פָּרוּץ,פרוץ
דְּשָׁווּ,דשוו
וּסְפֵק,וספק
דְּפִתְחָא,דפיתחא
לְדַמְחַרְיָא,לדמחריא
וְגָדַר,וגדר
עָקֹם,עקום
כִּמְפֻלָּשׁ,כמפולש
כְּסָתוּם,כסתום
בְּיוֹתֵר,ביותר
פִּרְצַת,פירצת
בָּקְעִי,בקעי
מִעָרְבָא,מיערבא
בִּדְלָתוֹת,בדלתות
דַּלְתוֹתֶיהָ,דלתותיה
נִנְעָלוֹת,ננעלות
אֲבֻלֵּי,אבולי
דַּלְתוֹתֵיהֶן,דלתותיהן
מְבוֹאוֹת,מבואות
דִּנְהַרְדָּעָא,דנהרדעא
דְּטִימָן,דטימן
פַּלְגַיְהוּ,פלגייהו
מְגוּפוֹת,מגופות
פַּנְּיוּהּ,פניוה
לְעַפְרַיְהוּ,לעפרייהו
דִּרְאוּיוֹת,דראויות
חֻמְרֵהּ,חומריה
וְחֻמְרֵהּ,וחומריה
וְאַצְרְכוּהוּ,ואצרכוהו
מֵחֻמְרֵי,מחומרי
הַכְּסִיל,הכסיל
בְּחֹשֶׁךְ,בחשך
כְּקֻלֵּיהוֹן,כקוליהון
וּכְחֻמְרֵיהוֹן,וכחומריהון
קֻלֵּהּ,קוליה
כְּחֻמְרֵהּ,כחומריה
וּכְחֻמְרֵהּ,וכחומריה
כְּקֻלֵּהּ,כקוליה
עַבְדוּהּ,עבדוה
דְּסָתְרִי,דסתרי
וְגֻלְגֹּלֶת,וגולגולת
וְהַגֻּלְגֹּלֶת,והגולגולת
שֶׁחָסְרוּ,שחסרו
בַּשִּׁדְרָה,בשדרה
וּבַגֻּלְגֹּלֶת,ובגולגולת
מַקְדֵּחַ,מקדח
שֶׁיִּנָּטֵל,שינטל
וְיָמוּת,וימות
בִּשְׁבָט,בשבט
וְנָהַג,ונהג
עִשּׂוּרִין,עשורין
גְּמָרֵהּ,גמריה
אִסְתַּפֵּק,איסתפיק
בַּחֲמֵיסַר,בחמיסר
וּסְרַטְיָא,וסרטיא
כְּבִקְעָה,כבקעה
כָּלֶה,כלה
לִרְחָבָה,לרחבה
בִּמְלוֹאוֹ,במלואו
וְנִפְרְצָה,ונפרצה
וּמָבוֹי,ומבוי
כְּמָבוֹי,כמבוי
שֶׁכָּלֶה,שכלה
בְּדוּרָא,בדורא
דְּרָעֲוָתָא,דרעותא
אַצְרְכֵהּ,אצרכיה
אַסְבְּרָא,אסברא
שֶׁעֵרְבוּ,שעירבו
בְּעֵרְבוּ,בעירבו
בְּנִרְאֶה,בנראה
וְשָׁוֶה,ושוה
בִּדְרַב,בדרב
לְאֶמְצַע,לאמצע
לְצִדֵּי,לצידי
דְיָחִיד,דיחיד
דְּמִמְּלַךְ,דמימלך
שֶׁצִּדּוֹ,שצידו
וְצִדּוֹ,וצדו
תִּנָּטֵל,תנטל
חַלּוֹן,חלון
בְּאֻזְלֵי,באוזלי
כְּרוּךְ,כרוך
בֻּדְיָא,בודיא
אוֹתִיבוּ,אותיבו
בְּעַקְמוּמִיתֵהּ,בעקמומיתיה
דְּנָשֵׁב,דנשיב
נָעֵץ,נעיץ
וְחַבְּרֵהּ,וחבריה
חַבְּרֵהּ,חבריה
לִגְדוֹלָה,לגדולה
וּקְטַנָּה,וקטנה
כְּפִתְחָהּ,כפתחה
דָרְסִי,דרסי
שֶׁהָרַבִּים,שהרבים
בְּזֶה,בזה
כְּנַדָּל,כנדל
מִשְׁתְּרוּ,מישתרו
וְחַשּׁוּ,וחשו
לִדְרַב,לדרב
מַלְכִּיּוֹ,מלכיו
בַּאֲלַכְסוֹן,באלכסון
הַקָּצָר,הקצר
וּבַאֲלַכְסוֹן,ובאלכסון
וּשְׁמַעְתְּתָא,ושמעתתא
דְכָהֲנֵי,דכהני
בַּאֲלַכְסוֹנוֹ,באלכסונו
מִלְּגָו,מלגיו
מִלְּבַר,מלבר
חֻדּוֹ,חודו
הַפְּנִימִי,הפנימי
וְסוֹתֵם,וסותם
בְּבֵין,בבין
גַּבֵּיהֶן,גביהן
בָּעִינַן,בעינן
קוֹרָתוֹ,קורתו
מְשׁוּכָה,משוכה
וּתְלוּיָהּ,ותלויה
וּתְלוּיָה,ותלויה
לָבוּד,לבוד
שֶׁנָּעַץ,שנעץ
עֲקֻמּוֹת,עקומות
בְּגׇבְהָן,בגובהן
בְּעַקְמוּמִיתָן,בעקמומיתן
חֲבֹט,חבוט
וַחֲבֹט,וחבוט
מִלְּתֵהּ,מילתיה
בְּגָבוֹהַּ,בגבוה
דְּפָתוּחַ,דפתוח
יַצִּיבָא,יציבא
וְגִיּוֹרָא,וגיורא
בִּשְׁמֵי,בשמי
מִינוֹ,מינו
וְנֵעוֹר,וניעור
דְּבֵין,דבין
שֶׁרְצָפוֹ,שרצפו
בִּלְחָיַיִן,בלחיין
חִיצוֹן,חיצון
בִּלְחָיַיִם,בלחיים
בְּמֶשֶׁךְ,במשך
וּלְרִבֵּן,ולרבן
כְּנִרְאֶה,כנראה
כָּנוּס,כנוס
בְּנִכְנָסִין,בנכנסין
דְּמַפְלְגִי,דמפלגי
בְּמֻפְלָגִין,במופלגין
מִכֹּתֶל,מכותל
בִּשְׁנַיִם,בשנים
וּמִכֹּתֶל,ומכותל
פַּסִּין,פסין
בְּפַס,בפס
וּדְרַבִּי,ודרבי
וּדְרָבִינָא,ודרבינא
לֵיתָא,ליתא
לְמִשְׁרְיַהּ,למישרייה
לְמֵיסְרַהּ,למיסרה
לִקְטַנָּה,לקטנה
נִיהֲלַן,ניהלן
הַמּוֹשֵׁךְ,המושך
דׇּפְנוֹ,דפנו
וּשְׁלִישׁ,ושליש
מִפַּסֵּי,מפסי
בִירָאוֹת,ביראות
פַּסֵּי,פסי
שֶׁהִתַּרְתָּה,שהתרתה
הִתַּרְתָּה,התרתה
מִשְּׁלֹשׁ,משלש
תַּתִּיר,תתיר
הַנּוֹתֶנֶת,הנותנת
דְּאַקֵּלְתְּ,דאקילת
אַקֵּל,אקיל
נוֹעַץ,נועץ
בְּאֶמְצָעִיתוֹ,באמצעיתו
וּמַעֲמִידוֹ,ומעמידו
וְיַרְחִיק,וירחיק
וְיַעֲשֶׂה,ויעשה
וּמְבַטֵּל,ומבטל
כְּפָרוּץ,כפרוץ
דְּאָתֵא,דאתא
וּדְהַאי,ודהאי
אַטְרְחוּהּ,אטרחוה
וְלֵחוּשׁ,וליחוש
בְּפִתְחָא,בפתחא
חֲזָקָה,חזקה
וּדְרַבֵּי,ודרבי
הָעַסְלָא,העסלא
וְחָלָל,וחלל
אֶצְבָּעַיִים,אצבעיים
וְאֶצְבָּעַיִים,ואצבעיים
וְאֶצְבַּע,ואצבע
פְּלִיגִיתוּ,פליגיתו
בְּרַבְרְבָתָא,ברברבתא
בְּזוּטְרָתָא,בזוטרתא
פְּלִיגִין,פליגין
לָאיֵי,לאיי
וּבְעוֹמֵד,ובעומד
לְרָבִין,לרבין
פְּלִיגִינַן,פליגינן
שְׁלִישִׁים,שלישים
דִּפְלִגִינַן,דפלגינן
בִּפְרוּץ,בפרוץ
פְּלִגִינַן,פלגינן
בְּרַחְבּוֹ,ברחבו
וַאֲמַלְתְּרָא,ואמלתרא
בְּגׇבְהוֹ,בגבהו
בְּרׇחְבּוֹ,ברוחבו
וְחַלּוֹנוֹת,וחלונות
בְּצוּרַת,בצורת
וְיוֹתֵר,ויותר
וּפָרוּץ,ופרוץ
לְיוֹתֵר,ליותר
הִתַּרְתָּ,התרת
בְּפָרוּץ,בפרוץ
שֶׁרֻבָּן,שרובן
בְּפִתְחֵי,בפיתחי
שִׁימָאֵי,שימאי
רְחוּמִי,רחומי
שִׁקְפֵי,שקפי
תִּקְרָה,תקרה
מִבִּקְעַת,מבקעת
חוֹרְתָן,חורתן
קֻנְדֵּסִין,קונדיסין
פִּנּוֹת,פינות
וּמָתַח,ומתח
שֶׁהִתִּירוּ,שהתירו
לְכִלְאַיִם,לכלאים
בְּיָתֵר,ביתר
וּבִדְרַב,ובדרב
וּרְמִי,ורמי
אַדְּרֵישׁ,אדריש
כִּמְחִצּוֹת,כמחיצות
שֶׁבָּקִי,שבקי
מֵאִילָן,מאילן
גְּפָנִים,גפנים
לִזְרֹעַ,לזרוע
הַדּוֹקְרָנִין,הדוקרנין
מִלְמַעְלָה,מלמעלה
לְהַעֲמִיד,להעמיד
קַשִּׁין,קשין
צִיר,ציר
אַבְקָתָא,אבקתא
וְקָנֶה,וקנה
לִגַּע,ליגע
גַּדָּא,גדא
שְׁדִינְהוּ,שדינהו
אַשְׁכְּחוּהוּ,אשכחוהו
חַבְשׁוּהוּ,חבשוהו
בְּרַגְלֶיהָ,ברגליה
וּגְבוֹהָה,וגבוהה
לָחֹק,לחוק
לְהַשְׁלִימָהּ,להשלימה
לְאַרְבָּעָה,לארבעה
דְכִפָּה,דכיפה
פְּרִידָא,פרידא
לְאוֹבָלִין,לאובלין
לְסׇתְמוֹ,לסותמו
שֶׁפָּחוֹת,שפחות
אַחְלַי,אחלי
יְחִיאֵל,יחיאל
בְּפַסֵּי,בפסי
פַסִּין,פסין
מִיַּמֵּי,מימי
פָּרְשַׁהּ,פרשה
דְּעוֹבָדָא,דעובדא
בְּדוּרָה,בדורה
דִרְעוּתָא,דרעותא
מִמְלָא,ממלא
מְמַלְּאִינַן,ממלאינן
טַלְטוֹלֵי,טלטולי
נִפְרְצָה,נפרצה
בִּמְלוֹאָהּ,במלואה
הִכְשִׁירוֹ,הכשירו
לְשִׁתּוּף,לשיתוף
כְּרׇחְבּוֹ,כרחבו
מְכַוְּנָן,מכוונן
דְּאׇרְכּוֹ,דארכו
וְחָצֵר,וחצר
כְּפַס,כפס
וְנִשְׁתְּרֵי,ונשתרי
אִישְׁתְּמִיטְתֵּהּ,אישתמיטתיה
נָקְטִינַן,נקטינן
פְּתוּחִים,פתוחים
שֶׁמְּרֻבַּעַת,שמרובעת
אׇרְכָּהּ,ארכה
רׇחְבָּהּ,רחבה
בְּרׇחְבָּהּ,ברחבה
כְּאוֹתוֹ,כאותו
לְחַדֵּד,לחדד
שֶׁשִּׁמֵּשׁ,ששימש
כְּשֶׁהָיִיתִי,כשהייתי
הַדְּיוֹ,הדיו
כְּשֶׁבָּאתִי,כשבאתי
אֲסָרָהּ,אסרה
לוֹמֵד,לומד
מְלַאכְתֶּךָ,מלאכתך
לַבְלָר,לבלר
בִּמְלַאכְתֶּךָ,במלאכתך
שֶׁמְּלַאכְתְּךָ,שמלאכתך
מְחַסֵּר,מחסר
מְיַתֵּר,מייתר
נִמְצֵאתָ,נמצאת
מַחֲרִיב,מחריב
וּמָחָה,ומחה
לִמָּחוֹת,למחות
בַּחֲסֵרוֹת,בחסירות
וּבִיתֵרוֹת,וביתירות
טָעֵינָא,טעינא
דְּבָקִי,דבקי
מֵחַשׁ,מיחש
אַתָּגֵהּ,אתגיה
וּמָחֵק,ומחיק
וְקַנְקַנְתּוֹם,וקנקנתום
שִׁמּוּשׁ,שימוש
אַשִּׁמּוּשׁ,אשימוש
אַאֲסָרָהּ,אאסרה
וּסְבַר,וסבר
מִפָּרָשַׁת,מפרשת
לִמְחֹק,למחוק
מְגִלָּתָהּ,מגילתה
דְּאִנְּתִיק,דאינתיק
מִנַּתְקָא,מינתקא
דִּסְתָמָא,דסתמא
מִכַּתְבָא,מיכתבא
דְּמָחֲקִינַן,דמחקינן
דְּאִכְּתִיב,דאיכתיב
דִּלְהִתְלַמֵּד,דלהתלמד
מֵחַקְיָנָן,מחקינן
לְגָרֵשׁ,לגרש
כִּשְׁמִי,כשמי
דִידַהּ,דידה
מְחִיקָה,מחיקה
קָבְעוּ,קבעו
יָכְלוּ,יכלו
דִּמְחַדַּדְנָא,דמחדדנא
מֵחַבְרַאי,מחבראי
דַּחֲזִיתֵהּ,דחזיתיה
מֵאֲחוֹרֵהּ,מאחוריה
מְחַדַּדְנָא,מחדדנא
מוֹרֶיךָ,מוריך
וּשְׁמוֹנֶה,ושמונה
וַחֲמִשִּׁים,וחמשים
טְעָמִים,טעמים
אָדוּן,אדון
וַאֲטַהֲרֶנּוּ,ואטהרנו
כְּמוֹתֵנוּ,כמותנו
שֶׁאֵלּוּ,שאלו
זָכוּ,זכו
כְּמוֹתָן,כמותן
שֶׁנּוֹחִין,שנוחין
וַעֲלוּבִין,ועלובין
וְשׁוֹנִין,ושונין
שֶׁמַּקְדִּימִין,שמקדימין
לְדִבְרֵיהֶן,לדבריהן
וּמְצָאוּהוּ,ומצאוהו
הַמַּשְׁפִּיל,המשפיל
מַגְבִּיהוֹ,מגביהו
מַשְׁפִּילוֹ,משפילו
הַמְחַזֵּר,המחזר
בּוֹרַחַת,בורחת
הַבּוֹרֵחַ,הבורח
מִשֶּׁנִּבְרָא,משנברא
מִשֶּׁלֹּא,משלא
אָרִיחַ,אריח
וְאָרִיחַ,ואריח
לַקּוֹרָה,לקורה
וּבְרִיאָה,ובריאה
בְּהֶקֵּיפוֹ,בהיקיפו
דְּרָחָב,דרחב
מְלַבֵּן,מלבין
וְקָיְמָא,וקיימא
וּמַעֲמִידֵי,ומעמידי
בְּרִיאִין,בריאין
וּפָרַס,ופרס
הַיּוֹצְאָה,היוצאה
נוֹגְעוֹת,נוגעות
מְקַבְּלוֹת,מקבלות
עֶלְיוֹנָה,עליונה
וְתַחְתּוֹנָה,ותחתונה
וְעַקְמוּמִיתָהּ,ועקמומיתה
לַמָּבוֹי,למבוי
עַקְמוּמִיתָהּ,עקמומיתה
מוּצָק,מוצק
מִשְּׂפָתוֹ,משפתו
שְׂפָתוֹ,שפתו
עָגֹל,עגול
קוֹמָתוֹ,קומתו
וְקָו,וקו
יָסֹב,יסוב
שְׂפַת,שפת
פֶּרַח,פרח
שׁוֹשָׁן,שושן
וְעׇבְיוֹ,ועוביו
וּשְׂפָתוֹ,ושפתו
אַלְפַּיִם,אלפים
יָכִיל,יכיל
מִקְוֵה,מקוה
לִתְלָת,לתלת
וְחַמְשִׁין,וחמשין
בְּרִבּוּעָא,בריבועא
מְרֻבָּע,מרובע
הֶעָגֹל,העגול
תַּחְתּוֹנוֹת,תחתונות
עֶלְיוֹנוֹת,עליונות
עֲגֻלּוֹת,עגולות
דְּאִיפְּכָא,דאיפכא
דִּשְׂפָתוֹ,דשפתו
הַבַּת,הבת
הַכֹּר,הכור
גְּרִיוֵי,גריוי
בַּתִּים,בתים
שְׁלֹשֶׁת,שלשת
לְגֻדְשָׁא,לגודשא
גֻּדְשָׁה,גודשה
וְעׇבְיָן,ועביין
רׇחְבָּן,רחבן
שֶׁנֶּחְלְקוּ,שנחלקו
כְּחוּט,כחוט
לְאִשְׁתַּמּוֹשֵׁי,לאשתמושי
וְהִגְבִּיהוֹ,והגביהו
שֶׁהִפְלִיגוֹ,שהפליגו
שֶׁהַגְּדָיִין,שהגדיין
בְּהֵילְמֵי,בהילמי
וּגְמִירְנָא,וגמירנא
נִמּוּקוֹ,נימוקו
דָבַר,דבר
שֶּׁבָּרָאתָ,שבראת
דְּסָמְכִינַן,דסמכינן
בִּמְחִיצָה,במחיצה
סֻכָּתוֹ,סוכתו
שֶׁנְּטָעָן,שנטען
חִיצַת,חיצת
דְּיוֹמָד,דיומד
הַמֵּסֵךְ,המיסך
שֶׁנְּטָעוֹ,שנטעו
לִיטַלְטֵל,ליטלטל
שֶׁתַּשְׁמִישָׁהּ,שתשמישה
בְּתֵל,בתל
בְּנֶקַע,בנקע
וְקָמָה,וקמה
קְצוּרָה,קצורה
וְשִׁבּוֹלוֹת,ושבולות
מַקִּיפוֹת,מקיפות
וְחוּצָה,וחוצה
וָנֶקַע,ונקע
בִּמְחִיצוֹת,במחיצות
וּמְחִצָּה,ומחיצה
הָעֲשׂוּיָה,העשויה
גָדֵר,גדר
הַיּוֹצְאוֹת,היוצאות
מֻבְדָּלוֹת,מובדלות
שֶׁבְּנָאָן,שבנאן
בִּנְיָנָא,בניינא
לֶחְיָא,לחיא
פָּרְשִׁי,פרשי
חָבוּ,חבו
שְׁנַיְהוּ,שנייהו
וּמְטַמֵּא,ומטמא
גִּטֵּי,גיטי
לְבֵרָאוֹת,לביראות
לְקֶבֶר,לקבר
לִסְפִירוּת,לספירות
בִּכְתִיבָה,בכתיבה
מִתְגָּרֶשֶׁת,מתגרשת
לַהֲוָיָה,להויה
הֲוָיָה,הויה
מִסֵּפֶר,מספר
כּוֹרְתָהּ,כורתה
הַכּוֹרֵת,הכורת
גִּטֵּךְ,גיטיך
תִּשְׁתִּי,תשתי
תֵּלְכִי,תלכי
מִכָּרֵת,מכרת
שְׁיָרָא,שיירא
שֶׁחָנְתָה,שחנתה
בְּבִקְעָה,בבקעה
וְהִקִּיפוּהָ,והקיפוה
פִּרְצוֹת,פירצות
יְתֵרוֹת,יתירות
פִּרְצָה,פירצה
כְּעֶשֶׂר,כעשר
כְּפֶתַח,כפתח
אַגְמְרֵהּ,אגמריה
תִּפְרֹץ,תפרוץ
רֻבָּה,רובה
גְּדֹר,גדור
כַּבִּנְיָן,כבנין
הַמְקָרֶה,המקרה
בְּשַׁפּוּדִין,בשפודין
כְּשֶׁנִּכְנָס,כשנכנס
לְצַמְצֵם,לצמצם
בְּמַעֲדִיף,במעדיף
נְתוּנִין,נתונין
נוֹתְנוֹ,נותנו
בִּגְמַלִּין,בגמלין
בְּאֻכָּפוֹת,באוכפות
בַּעֲבִיטִין,בעביטין
בִּשְׁלִיפִין,בשליפין
בְּקָנִים,בקנים
בְּקוֹלָחוֹת,בקולחות
עָבִיט,עביט
לְעָבִיט,לעביט
כִּמְלוֹאוֹ,כמלואו
וּמֵאַרְבָּעָה,ומארבעה
הַדּוֹקְרָנִים,הדוקרנים
מְלוֹאוֹ,מלואו
כַּפָּרוּץ,כפרוץ
דְבָעֵי,דבעי
עָרֵיב,עריב
לִיעָרְבִינְהוּ,ליערבינהו
וְלִתְנִנְהוּ,וליתננהו
פְּסוּלָא,פסולא
לִפְסוּלָא,לפסולא
פִּסּוּלָא,פסולא
כָּעוֹמֵד,כעומד
וּמִשְּׁלֹשָׁה,ומשלשה
מִדְּרֵישָׁא,מדרישא
וּמוֹדוּ,ומודו
כִּמְחִיצָה,כמחיצה
דְּדַיְקָא,דדייקא
מַקִּיפִין,מקיפין
בִּשְׁיָרָא,בשיירא
בִּשְׁתִי,בשתי
בְּעֵרֶב,בערב
וְחֶבֶל,וחבל
תַּתַּאי,תתאי
וַחֲקַק,וחקק
וּשְׁבַק,ושביק
לְיָחִיד,ליחיד
צָרְכָּן,צרכן
לַחֲבָלִים,לחבלים
לִשְׁיָרָא,לשיירא
שָׁבַקְתְּ,שבקת
וְעָבְדַתְּ,ועבדת
אוֹקֵם,אוקים
לִפְנֵיכֶם,לפניכם
בְּחָמֵשׁ,בחמש
בְּשֶׁבַע,בשבע
וּכְתִיבֵי,וכתיבי
לְשֵׁשׁ,לשש
וְהִקִּיפוּ,והקיפו
לְחָמֵשׁ,לחמש
מִכֵּלִים,מכלים
וְנִתּוֹסְפוּ,ונתוספו
גּוֹרֶמֶת,גורמת
וּבְעַאי,ובעאי
וְנִסְתַּם,ונסתם
וְהֻתְרָה,והותרה
רוּחוֹתֶיהָ,רוחותיה
רוּחוֹתָיו,רוחותיו
שֶׁנִּטְּלוּ,שניטלו
קוֹרוֹתָיו,קורותיו
דְּלֵיתַנְהוּ,דליתנהו
לִמְחִיצוֹת,למחיצות
דְּאִיתַנְהוּ,דאיתנהו
לְדָיוֹרִין,לדיורין
לֵיתַנְהוּ,ליתנהו
בַּיִּשּׁוּב,בישוב
פָּטְרוּ,פטרו
וּפְטוּרִין,ופטורין
מֵרְחִיצַת,מרחיצת
וּמִדְּמַאי,ומדמאי
וּמִלְּעָרֵב,ומלערב
מַחֲנֶה,מחנה
הַיּוֹצֵאת,היוצאת
בְּגֶזֶל,בגזל
חוֹנִין,חונין
שֶׁנֶּהֶרְגוּ,שנהרגו
נִקְבָּרִין,נקברין
דִּיהוֹשֻׁעַ,דיהושע
תְּנָאִים,תנאים
בָּחֳרָשִׁין,בחורשין
וּמְלַקְּטִין,ומלקטין
מִשְּׂדוֹתֵיהֶן,משדותיהן
בְּהִזְמֵי,בהיזמי
בִּמְחֻבָּרִין,במחוברין
בִּתְלוּשִׁין,בתלושין
בִּיבֵשִׁים,ביבשים
שֶׁנֶּהֱרָגִים,שנהרגים
נִקְבָּרִים,נקברים
קוֹנֶה,קונה
קוֹבְרִין,קוברין
מְפַנֵּהוּ,מפניהו
אִסְרַטְיָא,אסרטיא
שְׂדֵה,שדה
בוּר,בור
וּשְׂדֵה,ושדה
לִשְׂדֵה,לשדה
נִירוֹת,נירות
זְרוּעוֹת,זרועות
בּוּרוֹת,בורות
הַמֵּצַר,המיצר
לְפַנּוֹתוֹ,לפנותו
שֶׁמֶּלַח,שמלח
סְדוֹמִית,סדומית
שֶׁמְּסַמֵּא,שמסמא
הָעֵינַיִם,העינים
וּמִשְׁתַּכְחָא,ומשתכחא
כְּקֻרְטָא,כקורטא
בְּכוֹרָא,בכורא
כָּיֵל,כייל
עֵרוּבֵי,עירובי
שֶׁבְּאַל,שבאל
הָאֹבֹת,האובות
הַיִּדְּעֹנִים,הידעונים
לָקֵי,לקי
הֲדַרַן,הדרן
דְּיוֹמְדִין,דיומדין
כִּשְׁמוֹנָה,כשמונה
כִּשְׁנֵים,כשנים
דְּיוֹמְדִים,דיומדים
וְעׇבְיָם,ועוביים
רְבָקוֹת,רבקות
בָּקָר,בקר
נִכְנֶסֶת,נכנסת
לַבְּאֵר,לבאר
וְרֻבָּהּ,ורובה
וְשׁוֹתָה,ושותה
שֶׁיַּרְבֶּה,שירבה
בְּפַסִּין,בפסין
לְגִנָּה,לגנה
וּלְקַרְפֵּף,ולקרפף
דִּיר,דיר
סַהַר,סהר
כֹּרִין,כורין
וַחֲבָלִין,וחבלין
וַחֲנַנְיָא,וחנניא
חֲבָלִין,חבלין
וּפַסִּין,ופסין
דְּלַחֲנַנְיָא,דלחנניא
וּבְאֵר,ובאר
לְבוֹרוֹת,לבורות
דִּפְסִיקָא,דפסיקא
