Chaser,Maleh
לִשְׁלוֹט,לשלוט
בָּאָדָם,באדם
לְרָעָתוֹ,לרעתו
נָכוֹן,נכון
וּבָטוּחַ,ובטוח
שֶׁיִּפְתַּח,שיפתח
לְהַרְגִּיל,להרגיל
וְהָעִקָּרִית,והעיקרית
שֶׁיִּתְפֹּס,שיתפוס
מַפְתֵּחַ,מפתח
לְכֻלָּן,לכלן
בְּחִינָה,בחינה
רִאשׁוֹנָה,ראשונה
וְתַחְתֶּיהָ,ותחתיה
יֻכְלַל,יוכלל
עֶרֶךְ,ערך
יַחְשֹׁב,יחשוב
הָאַיִן,האין
וּכְמַאֲמַר,וכמאמר
הֶעָנָיו,העניו
"""וְנַחְנוּ","""וְנַחְנוּ"
מָה,מה
תַלִּינוּ,תַלִּינוּ
"עָלֵינוּ""","עָלֵינוּ"""
הַבְּרִיָּה,הבריה
הַשְּׁפֵלָה,השפלה
שֶׁבְּכָל,שבכל
הַנִּבְרָאִים,הנבראים
וּבָזוּי,ובזוי
וּמָאוּס,ומאוס
יִיגַע,ייגע
לְהַשִּׂיג,להשיג
נִגְרָרוֹת,נגררות
אַחֲרֶיהָ,אחריה
שֶׁנִּרְאֶה,שנראה
לְאַיִן,לאין
יָשִׂים,ישים
אַיִן,אין
וְיַחְשֹׁב,ויחשוב
הֶעְדֵּרוֹ,העדרו
הַמְּצִיאוּת,המציאות
לְנֹכַח,לנוכח
הַמְּבַזִּים,המבזים
הַנִּבְזֶה,הנבזה
הָאָשָׁם,האשם
סִבַּת,סיבת
קִנְיַן,קנין
עֵצוֹת,עצות
בַּעֲנָוָה,בענוה
וַאֲנִי,ואני
מָצָאתִי,מצאתי
תְּרוּפָה,תרופה
בִּדְבָרִים,בדברים
שֶׁיִּתְרַפֶּה,שיתרפה
מֵחֹלִי,מחולי
הַגַּאֲוָה,הגאוה
בְּשַׁעֲרֵי,בשערי
תַּחְבֹּשֶׁת,תחבושת
הַנַּעֲשָׂה,הנעשה
סַמִּים,סמים
הָאַחַת,האחת
שֶׁיַּרְגִּיל,שירגיל
בּוֹרֵחַ,בורח
מֵהַכָּבוֹד,מהכבוד
יִתְנַהֵג,יתנהג
שֶׁיְּכַבְּדוּהוּ,שיכבדוהו
יִתְלַמֵּד,יתלמד
וְיִתְרַצֶּה,ויתרצה
הַטֶּבַע,הטבע
בְּכָךְ,בכך
וּבְקֹשִׁי,ובקושי
יוּכַל,יוכל
לְהֵרָפֵא,להרפא
לִרְאוֹת,לראות
בְּבִזְיוֹנוֹ,בבזיונו
שֶׁבְּנֵי,שבני
גְרִיעוּתִי,גריעותי
מַכִּיר,מכיר
בְּעַצְמִי,בעצמי
שֶׁאֲנִי,שאני
נִבְזֶה,נבזה
בְּהֶעְדֵּר,בהעדר
הַיְדִיעָה,הידיעה
וְחֻלְשַׁת,וחולשת
הַיְּכֹלֶת,היכולת
וּבִזְיוֹן,ובזיון
הַמַּאֲכָל,המאכל
וְהַפֶּרֶשׁ,והפרש
הַיּוֹצֵא,היוצא
בְּעֵינָיו,בעיניו
נִמְאָס,נמאס
הַשְׁלִישִׁית,השלישית
שֶׁיַּחְשֹׁב,שיחשוב
עֲוֹנֹתָיו,עונותיו
וְיִרְצֶה,וירצה
בְּטָהֳרָה,בטהרה
וְתוֹכַחַת,ותוכחת
וְיִסּוּרִים,ויסורים
הַיִּסּוּרִין,היסורין
הַיּוֹתֵר,היותר
יַטְרִידוּנִי,יטרידוני
מֵעֲבוֹדַת,מעבודת
בְּכֻלָּם,בכולם
שֶׁיְּחָרְפוּהוּ,שיחרפוהו
וִיבַזֻּהוּ,ויבזוהו
וִיגַדְּפֻהוּ,ויגדפוהו
יִמְנְעוּ,ימנעו
כֹּחוֹ,כוחו
וְאֹנוֹ,ואונו
בָּחֳלָאִים,בחולאים
אֲכִילָתוֹ,אכילתו
וּמַלְבּוּשׁוֹ,ומלבושו
חַיָּיו,חייו
וְחַיֵּי,וחיי
בָנָיו,בניו
בְּמִיתָה,במיתה
יַחְפֹּץ,יחפוץ
לְהִתְעַנּוֹת,להתענות
לְהִסְתַּגֵּף,ולהסתגף
בְּשַׂקִּים,בשקים
וּבְמַלְקִיּוֹת,ובמלקיות
הַמַּחְלִשִׁים,המחלישים
כֹּחִי,כוחי
לוֹקֵחַ,לוקח
בְּיָדִי,בידי
אֶסְתַּגֵּף,אסתגף
בְּבִזְיוֹן,בבזיון
וְחֶרְפָּתָם,וחרפתם
יָסוּר,יסור
יֵחָלֵשׁ,יחלש
כְּשֶׁיָּבֹאוּ,כשיבאו
הָעֶלְבּוֹנוֹת,העלבונות
יִשְׂמַח,ישמח
מִשְּׁלֹשֶׁת,משלושת
לְלִבּוֹ,ללבו
וְיִתְלַמֵּד,ויתלמד
כָל,כל
יָמָיו,ימיו
נוֹסָפוֹת,נוספות
לְהִתְרַגֵּל,להתרגל
לַעֲנָוָה,לענוה
מַשְׁקֶה,משקה
הַמַּשְׁקֶה,המשקה
שֶׁיּוֹעִיל,שיועיל
הַנִּזְכָּר,הנזכר
לְעֵיל,לעיל
לְכַבֵּד,לכבד
שֶׁיַּכִּיר,שיכיר
הַבּוֹרֵא,הבורא
יָצַר,יצר
בְּחָכְמָה,בחכמה
חָכְמַת,חכמת
הַיּוֹצֵר,היוצר
וְיִרְאֶה,ויראה
בְעַצְמוֹ,בעצמו
נִכְבָּדִים,נכבדים
שֶׁנִּטְפַּל,שנטפל
יוֹצֵר,יוצר
הֶחָכָם,החכם
הַנַּעֲלֶה,הנעלה
בִּבְרִיאָתָם,בבריאתם
וְאִלּוּ,ואילו
אוֹתָם,אותם
נוֹגֵעַ,נוגע
בִּכְבוֹד,בכבוד
יוֹצְרָם,יוצרם
חָכָם,חכם
צוֹרֵף,צורף
כְּלִי,כלי
וְהָרְאָה,והראה
מַעֲשֵׂהוּ,מעשהו
וְהִתְחִיל,והתחיל
לְגַנּוֹתוֹ,לגנותו
וּלְבַזּוֹתוֹ,ולבזותו
יַגִּיעַ,יגיע
שֶׁמְּבַזִּין,שמבזין
חָכְמָתוֹ,חכמתו
בִּהְיוֹתָם,בהיותם
מְבַזִּים,מבזים
יֵרַע,ירע
יְבַזּוּ,יבזו
מִבְּרִיּוֹתָיו,מבריותיו
שֶׁכָּתוּב,שכתוב
קד,קד
כד,כד
"""מָה","""מָה"
רַבּוּ,רַבּוּ
מַעֲשֶׂיךָ,מַעֲשֶׂיךָ
"ה'""","ה'"""
"""גָּדְלוּ""","""גָּדְלוּ"""
"""רַבּוּ""","""רַבּוּ"""
"""רַב","""רַב"
"בֵּיתוֹ""","בֵּיתוֹ"""
אֶסְתֵּר,אסתר
"""כֻּלָּם","""כֻּלָּם"
"עָשִׂיתָ""","עָשִׂיתָ"""
וְאַחַר,ואחר
שֶׁנִּטְפְּלָה,שנטפלה
חָכְמָתְךָ,חכמתך
וְגָדְלוּ,וגדלו
לְהִתְבּוֹנֵן,להתבונן
מִתּוֹכָם,מתוכם
בִּזָּיוֹן,בזיון
הַשֵּׁנִי,השני
יַרְגִּיל,ירגיל
לְהַכְנִיס,להכניס
וַאֲפִילוּ,ואפילו
הָרְשָׁעִים,הרשעים
אֶחָיו,אחיו
וְיֹתֵר,ויותר
שֶׁיִּקְבַּע,שיקבע
יֶאֱהַב,יאהב
וְיִהְיוּ,ויהיו
שָׁבִים,שבים
וַיִּהְיוּ,ויהיו
גְּדוֹלִים,גדולים
וּרְצוּיִים,ורצויים
לַמָּקוֹם,למקום
אוֹהֵב,אוהב
נֶאֱמָן,נאמן
בַּמִּדְבָּר,במדבר
יא,יא
"""וּמִי","""וּמִי"
נְבִיאִים,נְבִיאִים
"וְגוֹ'""","וְגוֹ'"""
וִיכַסֶּה,ויכסה
מוּמָם,מומם
בְּנִגְעֵיהֶם,בנגעיהם
בַּמִּדּוֹת,במידות
אִלּוּ,אלו
הֶעָנִי,העני
הַמָּאוּס,המאוס
מָמוֹן,ממון
רַב,רב
הָיִיתִי,הייתי
שָׂמֵחַ,שמח
בְּחֶבְרָתוֹ,בחברתו
בְּחֶבְרַת,בחברת
יַלְבִּישׁוּהוּ,ילבישוהו
הַלְּבוּשִׁים,הלבושים
הַנָּאִים,הנאים
בֵּינוֹ,בינו
לְבֵינוֹ,לבינו
הֶבְדֵּל,הבדל
יֵעָדֵר,יעדר
כְּבֹדוֹ,כבודו
בְּעֵינַי,בעיני
בְּעֵינֵי,בעיני
חָשׁוּב,חשוב
מִמֶּנִּי,ממני
נָגוּעַ,נגוע
מְדֻכָּה,מדוכה
עֹנִי,עוני
וּמְנֻקֶּה,ומנוקה
מֵעָוֹן,מעון
וְלָמָּה,ולמה
אֶשְׂנָא,אשנא
לְבָבוֹ,לבבו
פֹּנֶה,פונה
וּמַרְגִּיל,ומרגיל
שֶׁזָּכַרְנוּ,שזכרנו
פְּרוּשָׂה,פרושה
הַנִּמְצָאִים,הנמצאים
הֱיוֹתָהּ,היותה
נֶעֱלֶמֶת,נעלמת
וְנִשְׂגָּבָה,ונשגבה
וְעָלֶיהָ,ועליה
שֶׁתִּהְיֶה,שתהיה
מְצוּיָה,מצויה
בַּכֹּל,בכל
מְלַמֵּד,מלמד
לְהוֹעִיל,להועיל
לִבְנֵי,לבני
וְאֶחָד,ואחד
לְהַשְׁפִּיעַ,להשפיע
מֵחָכְמָתוֹ,מחכמתו
יַשְׁפִּיעֵהוּ,ישפיעהו
שְׁנֵי,שני
פָנִים,פנים
לַחָכְמָה,לחכמה
הַפָּן,הפן
הַפּוֹנֶה,הפונה
הַפָּנִים,הפנים
מִסְתַּכְּלִים,מסתכלים
מְקַבְּלִים,מקבלים
הַתַּחְתּוֹן,התחתון
פּוֹנֶה,פונה
בַּסְּפִירוֹת,בספירות
מִתְפַּשֶּׁטֶת,מתפשטת
בְּחָכְמָתָהּ,בחכמתה
הָרִאשׁוֹן,הראשון
הִתְבּוֹדְדוּתוֹ,התבודדותו
בְּקוֹנוֹ,בקונו
לְהוֹסִיף,להוסיף
בְּחָכְמָתוֹ,בחכמתו
וּלְתַקְּנָהּ,ולתקנה
לְלַמֵּד,ללמד
מֵאוֹתָהּ,מאותה
הִשְׁפִּיעַ,השפיע
שֶׁהַחָכְמָה,שהחכמה
מַשְׁפַּעַת,משפעת
סְפִירָה,ספירה
וּסְפִירָה,וספירה
שִׁעוּרָהּ,שיעורה
וְצָרְכָּהּ,וצרכה
יַשְׁפִּיעַ,ישפיע
שִׂכְלוֹ,שכלו
שְׂאֵת,שאת
וְהַנֵאוֹת,והניאות
וְצָרְכּוֹ,וצרכו
וְיִשָּׁמֵר,וישמר
מִלָּתֵת,מלתת
מִשִּׁעוּר,משיעור
שֵׂכֶל,שכל
הַמֻּשְׁפָּע,המושפע
תִמָּשֵׁךְ,תמשך
תַּקָּלָה,תקלה
הַסְּפִירָה,הספירה
אֵינָהּ,אינה
מוֹסֶפֶת,מוספת
הַשִּׁעוּר,השיעור
הַמֻּגְבָּל,המוגבל
בִּמְקַבֵּל,במקבל
צָרְכֵי,צרכי
אֲחֵרִים,אחרים
לִהְיוֹתָהּ,להיותה
מַשְׁגַּחַת,משגחת
הַמַּחְשָׁבָה,המחשבה
הַחוֹשֶׁבֶת,החושבת
הַנִּמְצָאוֹת,הנמצאות
נה,נה
"""כִּי","""כִּי"
מַחְשְׁבוֹתַי,מַחְשְׁבוֹתַי
"מַחְשְׁבוֹתֵיכֶם""","מַחְשְׁבוֹתֵיכֶם"""
יד,יד
"""וְחָשַׁב","""וְחָשַׁב"
לְבִלְתִּי,לבלתי
יִדַּח,יִדַּח
"נִדָּח""","נִדָּח"""
וכתיב,וכתיב
ירמיה,ירמיה
אָנֹכִי,אנכי
יָדַעְתִּי,יָדַעְתִּי
הַמַּחֲשָׁבֹת,הַמַּחֲשָׁבֹת
חוֹשֵׁב,חוֹשֵׁב
בֵּית,בית
מַחְשְׁבוֹת,מַחְשְׁבוֹת
שָׁלוֹם,שלום
לָתֵת,לתת
לָכֶם,לָכֶם
אַחֲרִית,אַחֲרִית
"תִּקְוָה""","תִּקְוָה"""
הַנְהָגַת,הנהגת
לְהוֹעִילָם,להועילם
וּמַחְשְׁבוֹתָיו,ומחשבותיו
הַנִּדָּחִים,הנידחים
שֶׁהַשֵּׂכֶל,שהשכל
חֹשֵׁב,חושב
תּוֹעֶלֶת,תועלת
הַנִּמְצָא,הנמצא
הַחֲבֵרִים,החברים
וְיִתְיַעֵץ,ויתייעץ
וְעָם,ועם
עַמּוֹ,עמו
בִּפְרָט,בפרט
וּבִכְלָל,ובכלל
וְהַיּוֹצֵא,והיוצא
מֵהַהַנְהָגָה,מההנהגה
יְנַהֲלֵהוּ,ינהלהו
הַיְשָׁרָה,הישרה
וּמַחְשָׁבָה,ומחשבה
לְנַהֲגוֹ,לנהגו
וּלְנַהֲלוֹ,ולנהלו
הַמִּנְהָג,המנהג
וְהַיֹּשֶׁר,והיושר
הַמְיַשֶּׁרֶת,המיישרת
תְּחַיֶּה,תְּחַיֶּה
קֹהֶלֶת,קהלת
יב,יב
"""וְהַחָכְמָה","""וְהַחָכְמָה"
"בְעָלֶיהָ""","בְעָלֶיהָ"""
חַיֵּי,חיי
וּמַמְצִיא,וממציא
הַכְּלָל,הכלל
נוֹבֵעַ,נובע
אָב,אב
וּמִתְקַיְּמִים,ומתקיימים
מִשָּׁם,משם
יְצוּרָיו,יצוריו
וּלְיִשְׂרָאֵל,ולישראל
עִקָּר,עיקר
הַנְּשָׁמוֹת,הנשמות
הַקְּדוֹשׁוֹת,הקדושות
הָאֲצֻלּוֹת,האצולות
וִיבַקֵּשׁ,ויבקש
לָעוֹלָם,לעולם
שֶׁהָאָב,שהאב
רַחֲמָן,רחמן
בְּרוּאָיו,ברואיו
הַמְּצֵרִים,המצירים
וּכְאִלּוּ,וכאילו
יְצָרָם,יצרם
שֶׁזֶּהוּ,שזהו
רְצוֹנוֹ,רצונו
הָרוֹעֶה,הרועה
הַנֶּאֱמָן,הנאמן
"""הֶאָנֹכִי","""הֶאָנֹכִי"
הָרִיתִי,הָרִיתִי
הָעָם,הָעָם
אֵלַי,אֵלַי
שָׂאֵהוּ,שָׂאֵהוּ
"בְחֵיקֶךָ""","בְחֵיקֶךָ"""
יִשָּׂא,ישא
הָאוֹמֵן,האומן
הַיּוֹנֵק,היונק
בִּזְרוֹעוֹ,בזרועו
יְקַבֵּץ,יקבץ
טְלָאִים,טלאים
וּבְחֵיקוֹ,ובחיקו
עָלוֹת,עלות
יְנַהֵל,ינהל
הַנִּכְחָדוֹת,הנכחדות
יִפְקֹד,יפקוד
הַנַּעַר,הנער
יְבַקֵּשׁ,יבקש
הַנִּשְׁבָּרֶת,הנשברת
יְרַפֵּא,ירפא
הַנִּצָּבָה,הנצבה
יְכַלְכֵּל,יכלכל
הָאֹבְדוֹת,האובדות
יַחְזִיר,יחזיר
וְיִשָּׂא,וישא
מַשָּׂאָם,משאם
כְּאָב,כאב
הָרַחֲמָן,הרחמן
הַסּוֹבֵל,הסובל
כֹּל,כל
יִבּוֹל,יבול
יִתְעַלֵּם,יתעלם
יָקוּץ,יקוץ
וִינַהֵל,וינהל
צָרְכּוֹ,צרכו
בָּנִים,בנים
פְּרוּשִׂים,פרושים
יְבַזֵּם,יבזם
יְאַבְּדֵם,יאבדם
פְרוּשָׂה,פרושה
דּוֹמֵם,דומם
וְצוֹמֵחַ,וצומח
וְחַי,וחי
וּמְדַבֵּר,ומדבר
הֻזְהַרְנוּ,הוזהרנו
מִבִּזּוּי,מביזוי
אוֹכְלִים,אוכלים
שֶׁכְּמוֹ,שכמו
מְבַזָּה,מבזה
וְהַכֹּל,והכל
נַעֲשָׂה,נעשה
רַחֲמֵי,רחמי
עֹנֶשׁ,עונש
רַבֵּינוּ,רבינו
חָס,חס
הַבָּקָר,הבקר
מִתְחַבֵּא,מתחבא
וְאָמַר,ואמר
"""זִיל","""זיל"
"נוֹצַרְתָּ""","נוצרת"""
פה,פה
בָּאוּ,באו
יִסּוּרִין,יסורין
מְגִנִּים,מגינים
הַחֻלְדָּה,החולדה
"""רַחֲמָיו","""רַחֲמָיו"
"מַעֲשָׂיו""","מַעֲשָׂיו"""
נִצּוֹל,ניצול
שֶׁפֵּרַשׂ,שפירש
וְנִסְתַּלְּקוּ,ונסתלקו
הַיִּסּוּרִים,היסורים
שֶׁכֻּלָּם,שכולם
יַעֲקֹר,יעקור
הַצּוֹמֵחַ,הצומח
לְצֹרֶךְ,לצורך
יָמִית,ימית
הַבַּעַל,הבעל
חַי,חי
לְצוּרֵךְ,לצורך
וְיִבְרֹר,ויברור
יָפָה,יפה
בְּסַכִּין,בסכין
בְּדוּקָה,בדוקה
שֶׁאֶפְשָׁר,שאפשר
הַחֶמְלָה,החמלה
לְחַבְּלָם,לחבלם
בַּחָכְמָה,בחכמה
זוּלָתִי,זולתי
לְהַעֲלוֹתָם,להעלותם
מִמַּעֲלָה,ממעלה
מִצּוֹמֵחַ,מצומח
לְחַי,לחי
מֵחַי,מחי
לִמְדַבֵּר,למדבר
שֶׁאָז,שאז
מֻתָּר,מותר
לַעֲקֹר,לעקור
וּלְהָמִית,ולהמית
הַחַי,החי
לָחוּב,לחוב
מְנָת,מנת
לְזַכּוֹת,לזכות
הַבִּינָה,הבינה
בִּינָה,בינה
כָּמוֹהָ,כמוה
מְתַקֶּנֶת,מתקנת
שֶׁדֶּרֶךְ,שדרך
לְמַתֵּק,למתק
וּלְבַטֵּל,ולבטל
מְרִירוּתָם,מרירותם
וִיתַקֵּן,ויתקן
פְּגָם,פגם
וּמִי,ומי
שֶׁמְּהַרְהֵר,שמהרהר
גּוֹרֵם,גורם
שֶׁתָּאִיר,שתאיר
וְנִמְצְאוּ,ונמצאו
לִכְלֹל,לכלול
בְּבִינָה,בבינה
וִימֵי,וימי
מְעֻטָּרִים,מעוטרים
הַתְּשׁוּבָה,התשובה
וּרְאֵה,וראה
כְמוֹ,כמו
שֶׁהַתְּשׁוּבָה,שהתשובה
שֹׁרֶשׁ,שורש
הַיּוֹבֵל,היובל
נְהַר,נהר
דִּינוּר,דינור
הַנִּכְלָל,הנכלל
בִּקְדֻשָּׁה,בקדושה
נִשְׁרַשׁ,נשרש
וְיִתְפַּשֵּׁט,ויתפשט
וְיִקָּרֵא,ויקרא
הִתְפַּשְּׁטוּת,התפשטות
וּבְסוֹד,ובסוד
"""וַיָּרַח","""וַיָּרַח"
רֵיחַ,רֵיחַ
"הַנִּיחֹחַ""","הַנִּיחֹחַ"""
בְּרֵאשִׁית,בראשית
כא,כא
יַחְזֹר,יחזור
הַהִתְפַּשְּׁטוּת,ההתפשטות
מְקוֹרוֹ,מקורו
וְיֻמְתְּקוּ,ויומתקו
וְיִשְׁקֹט,וישקוט
הֶחָרוֹן,החרון
וְיִנָּחֵם,וינחם
תְּשׁוּבָתוֹ,תשובתו
לָרָע,לרע
לְחֵלֶק,לחלק
הַקְּדֻשָּׁה,הקדושה
שֶׁבָּאָדָם,שבאדם
שֶּׁבּוֹ,שבו
מִתְמַתֵּק,מתמתק
תֵּדַע,תדע
וּמִנָּחָשׁ,ומנחש
וְנֶאֱמַר,ונאמר
"""הֲלֹא","""הֲלֹא"
תֵּיטִיב,תֵּיטִיב
"שְׂאֵת""","שְׂאֵת"""
תַּחְשֹׁב,תחשוב
לְךָ,לך
תַּקָּנָה,תקנה
שֶׁקֶר,שקר
וְתַשְׁרִישׁ,ותשריש
עַצְמְךָ,עצמך
תִּסְתַּלֵּק,תסתלק
הַמֻּשְׁרָשׁ,המושרש
מַר,מר
שָׁרְשׁוֹ,שרשו
מָתוֹק,מתוק
וְיָכוֹל,ויכול
וּלְהֵטִיב,ולהטיב
וּזְדוֹנוֹת,וזדונות
נַעֲשׂוּ,נעשו
כִּזְכֻיּוֹת,כזכיות
מְקַטְרְגוֹת,מקטרגות
מִסִּטְרָא,מסטרא
דִשְׂמָאלָא,דשמאלא
שְׁלֵמָה,שלימה
מַכְנִיס,מכניס
וּמַשְׁרִישׁ,ומשריש
הַמְּקַטְרְגִים,המקטרגים
מִתְבַּטְּלִים,מתבטלים
מְטִיבִין,מטיבין
וּמִשְׁתָּרְשִׁים,ומשתרשים
הֲטָבַת,הטבת
וְנִתְקַן,ונתקן
זְדוֹן,זדון
שֶׁבּוֹ,שבו
הוֹלִיד,הוליד
קִינָא,קינא
דִמְסָאֲבוּתָא,דמסאבותא
נֶחְשָׁב,נחשב
"""בְּרָא","""ברא"
מְזַכֶּה,מזכה
"אַבָּא""","אבא"""
רָצָה,רצה
סִטְרָא,סטרא
נִמְשַׁךְ,נמשך
עֲנָפָיו,ענפיו
עֲתִידִין,עתידין
לְהִתְמַתֵּק,להתמתק
וּמִתְמַתְּקִים,ומתמתקים
הַטַּעַם,הטעם
שֶׁפֵּרַשְׁנוּ,שפירשנו
מַשְׁרִישׁ,משריש
וּמְמַתְּקוֹ,וממתקו
וּמַכְנִיסוֹ,ומכניסו
מְטַהֵר,מטהר
יֵצֶר,יצר
מִשְׁתָּרֵשׁ,משתרש
לְמָעְלָה,למעלה
יוֹם,יום
וָיוֹם,ויום
יְהַרְהֵר,יהרהר
כֵּיצַד,כיצד
הָעִקָּר,העיקר
כְּנִיסַת,כניסת
לֶאֱהֹב,לאהוב
יַנִיחַ,יניח
עֲבוֹדָתוֹ,עבודתו
לְשׁוּם,לשום
נֶאֱהָב,נאהב
לְעֵרֶךְ,לערך
תְּחִלָּה,תחלה
הַמּוֹתָר,המותר
הַצְּרָכִים,הצרכים
הָאַהֲבָה,האהבה
תְּקוּעָה,תקועה
בֵּין,בין
מֵאֵת,מאת
וּבֵין,ובין
וְתוֹכָחוֹת,ותוכחות
יַחְשְּׁבֵם,יחשבם
לְאַהֲבָה,לאהבה
כז,כז
"""נֶאֱמָנִים","""נֶאֱמָנִים"
פִּצְעֵי,פִּצְעֵי
"אוֹהֵב""","אוֹהֵב"""
וּכְדִכְתִיב,וכדכתיב
"""וּבְכָל","""וּבְכָל"
"מְאֹדֶךָ""","מְאֹדֶךָ"""
נד,נד
"""בְּכָל","""בכל"
וּמִדָּה,ומדה
"וְכוּ'""","וכו'"""
וְנִמְצָא,ונמצא
מֵהַמַּלְכוּת,מהמלכות
פוֹעֶלֶת,פועלת
קְשׁוּרָה,קשורה
נַחוּם,נחום
"""גַם","""גם"
"לְטוֹבָה""","לטובה"""
לְקָשְׁרָה,לקשרה
הַנִּקְרָא,הנקרא
בִּשְׂמֹאל,בשמאל
בַּגְּבוּרָה,בגבורה
לְטוֹבָה,לטובה
שָׂם,שם
בַּמִּדָּה,במדה
וּמַסְתִּיר,ומסתיר
דִּינֶיהָ,דיניה
הַנְהָגָה,הנהגה
לְהִקָּשֵׁר,להיקשר
וּבַתִּקּוּנִים,ובתיקונים
פֵּרְשׁוּ,פירשו
בַּהַקְדָּמָה,בהקדמה
"""אֵיזֶה","""איזה"
חָסִיד,חסיד
הַמִּתְחַסֵּד,המתחסד
"קוֹנוֹ""","קונו"""
שֶׁגְּמִילוּת,שגמילות
שֶׁיְּכַוֵּן,שיכוין
הַתִּקּוּן,התיקון
דֻּגְמָתוֹ,דוגמתו
שֶׁגּוֹמֵל,שגומל
מֵהַחֶסֶד,מהחסד
בִּבְנֵי,בבני
יִלְמַד,ילמד
וְעַתָּה,ועתה
לָדַעַת,לדעת
וְכֻלָּם,וכלם
לִקְנוֹת,לקנות
נֹאמַר,נאמר
בְּלֵדַת,בלידת
לִגְמֹל,לגמול
תִּקּוּן,תיקון
לִמְזוֹנוֹ,למזונו
יַעֲלֶה,יעלה
לֵדַת,לידת
הַתִּפְאֶרֶת,התפארת
וַיְהִי,ויהי
בְּהַקְשֹׁתָהּ,בהקשותה
בְּלִדְתָּהּ,בלידתה
וְלֵדָתָהּ,ולידתה
בְּקֹשִׁי,בקושי
הָאֶפְשָׁר,האפשר
הַיְּמִין,הימין
שֶׁיֵּצֵא,שיצא
הַוָּלָד,הוולד
מוּם,מום
כִּדְאָמְרִינַן,כדאמרינן
"""וְתוֹצִיא","""ותוציא"
לָאוֹר,לאור
מִשְׁפָּטֵינוּ,משפטינו
"קָדוֹשׁ""","קדוש"""
שֶׁיּוֹצִיא,שיוציא
מִשְׁפָּט,משפט
הָאוֹר,האור
הַיָּמִין,הימין
קָדוֹשׁ,קדוש
וְנִבְדָּל,ונבדל
נִכְלָל,נכלל
לְקוֹשְׁרוֹ,לקושרו
בַּחֶסֶד,בחסד
מְזֹּרָז,מזורז
וּמְלֻבָּן,ומלובן
וְכִמְעַט,וכמעט
אַזְהָרָה,אזהרה
שֶׁבַּתּוֹרָה,שבתורה
יְעוֹרְרוּ,יעוררו
תִּגְבֹּרֶת,תגבורת
בְּלֵדָתָהּ,בלדתה
שְׁנִיָּה,שניה
לָמוּל,למול
הַיְנוּ,היינו
כְּתִקּוּנֵי,כתיקוני
אֵיזֶה,איזה
קְלִפָּה,קליפה
וְעָרְלָה,וערלה
הַמִטַפֶלֶת,המטפלת
הַיְסוֹד,היסוד
יָמוּל,ימול
וְיִרְדֹּף,וירדוף
הַגּוֹרְמִים,הגורמים
עָרְלָה,ערלה
וְיַחְזִירֵם,ויחזירם
בְּאֹפֶן,באופן
שֶׁבִּהְיוֹתוֹ,שבהיותו
מָל,מל
עָרְלַת,ערלת
לְבָבָם,לבבם
הַצַּדִּיק,הצדיק
וְיַעֲמֹד,ויעמוד
בְּחָזְקָה,בחזקה
פִּנְחָס,פינחס
כְּשֶׁמָּל,כשמל
זָכָה,זכה
כְּהֻנָּה,כהונה
שֶׁגָּמַל,שגמל
הַמִּילָה,המילה
שֶׁמָּל,שמל
שְׁלִישִׁית,שלישית
לְבַקֵּר,לבקר
חוֹלִים,חולים
וּלְרַפְּאוֹתָם,ולרפאותם
שֶׁהַשְּׁכִינָה,שהשכינה
חוֹלַת,חולת
מֵהַיִּחוּד,מהייחוד
שיר,שיר
השירים,השירים
וּרְפוּאָתָהּ,ורפואתה
לְהָבִיא,להביא
סַמָּנִים,סַמָּנִים
יָפִים,יפים
"""סַמְּכוּנִי","""סַמְּכוּנִי"
בָּאֲשִׁישׁוֹת,בָּאֲשִׁישׁוֹת
רַפְּדוּנִי,רַפְּדוּנִי
"בַּתַּפּוּחִים""","בתפוחים"""
בַּתִּקּוּנִים,בתקונים
אֲשִׁישׁוֹת,אשישות
הַנִּקְשָׁרִים,הנקשרים
בְּמַלְכוּת,במלכות
בְּאֵשׁ,באש
י',י'
וּבְאֵשׁ,ובאש
גְּבוּרָה,גבורה
זְרוֹעוֹת,זרועות
נִסְמֶכֶת,נסמכת
סוֹמֵךְ,סומך
הַחוֹלֶה,החולה
בְּחָלְיוֹ,בחליו
"""רַפְּדוּנִי","""רפדוני"
נֶצַח,נצח
וְהוֹד,והוד
שֶׁשָּׂם,ששם
רְפִידָתָהּ,רפידתה
בִּהְיוֹתָהּ,בהיותה
חִוָּר,חיוור
וְסוּמָּק,וסומק
כַּתַּפּוּחִים,כתפוחים
הַלָּלוּ,הללו
שֶׁגַּוָּנֵיהֶם,שגוניהם
מְזוּגִים,מזוגים
לְבַקְּרָהּ,לבקרה
וְלִזְכֹּר,ולזכור
וּלְחַלּוֹת,ולחלות
פָּנֶיהָ,פניה
שֶּׁתְּקַבֵּל,שתקבל
מַאֲכָל,מאכל
וּמַשְׁקֵה,ומשקה
מֵהַשֶּׁפַע,מהשפע
עַצְמָהּ,עצמה
וַתִּקְצַר,ותקצר
נַפְשָׁהּ,נפשה
בְּחוֹלִים,בחולים
הַגַּשְׁמִיִּים,הגשמיים
חוֹלָה,חולה
כִּדְאָמְרָן,כדאמרן
חוֹלֶה,חולה
דְּנָע,דנע
מֵאַתְרֵיהּ,מאתריה
דְּאָתֵי,דאתי
וְנָד,ונד
אַבַּתְרָהּ,אבתרה
