,0
וְקַבְּלֵנוּ,וקבלנו
וּמְחֹל,ומחול
וּסְלַח,וסלח
בְּטוֹב,בטוב
וּמְפַרְנֵס,ומפרנס
וּמֵכִין,ומכין
בִּרְיוֹתָיו,ברייותיו
הִנְחַלְתָּ,הנחלת
שֶׁלִּמַּדְתָּנוּ,שלימדתנו
שֶׁהוֹדַעְתָּנוּ,שהודעתנו
וּמְבָרְכִים,ומברכים
אַדִּירֵנוּ,אדירנו
קְדוֹשֵׁנוּ,קדושנו
גּוֹמְלֵנוּ,גומלנו
טוּב,טוב
דוֹרִים,דורים
לְנֵצַח,לנצח
יְפַרְנְסֵנוּ,יפרנסנו
יְזַכֵּנוּ,יזכנו
וּלְחַיֵּי,ולחיי
מִגְדּוֹל,מגדול
וְעֹשֶׂה,ועושה
כְּפִירִים,כפירים
רָשׁוּ,רשו
וְרָעֵבוּ,ורעבו
וְדֹרְשֵׁי,ודורשי
יַחְסְרוּ,יחסרו
בְדִבְרֵיהֶם,בדבריהם
הַנֶּאֱמָרִים,הנאמרים
עָבְדוֹ,עבדו
וּביִשְׂרָאֵל,ובישראל
עֲמוֹ,עמו
וּבִנְבִיאֵי,ובנביאי
מִדְּבָרֶיךָ,מדבריך
וְלַעֲגוּמַת,ולעגומת
תִּנְקֹם,תנקום
וְתִבָּנֶה,ותיבנה
תָרוּם,תרום
כַּנֹּסַח,כנוסח
אֶתְמָךְ,אתמוך
עֲשִׂיתִם,עשיתים
"עֲזַבְתִּים""","עזבתים"""
בִּישַׁעְיָה,בישעיה
"""רָנִּי","""רוני"
"יָלָדָה""","ילדה"""
"""הַטּוּ","""הטו"
אָזְנְכֶם,אוזנכם
אֶעֱנֵם,אענם
"אֶעֶזְבֵם""","אעזבם"""
מִנְּשֵׁי,מנשי
"""וַתִּשָּׂא","""ותישא"
"וַתֵּצֵא""","ותצא"""
"""יְחִי","""יחי"
"לְעֹלָם""","לעולם"""
"""מַשָּׂא","""משא"
"מַלְאָכִי""","מלאכי"""
"""וְעַמִּי","""ועמי"
תְלוּאִים,תלואים
"לִמְשׁוּבָתִי""","למשובתי"""
"""וּבְנָבִיא","""ובנביא"
"עֹבַדְיָה""","עובדיה"""
עובדיה,עובדיה
סִפְרוֹ,ספרו
"""אַרְיֵה","""אריה"
"""וַיִּקַץ","""וייקץ"
בִּיחֶזְקֵאל,ביחזקאל
וַיְּחִי,ויחי
"""וַיִּקְרְבוּ","""ויקרבו"
"""וּשְׁלֹמֹה","""ושלמה"
"""בֶּן","""בן"
"""וַיֵּצֵא","""וייצא"
וָאֵרָא,ואירא
סִלּוֹן,סילון
מַמְאִיר,ממאיר
אַצְמִיחַ,אצמיח
"צְבָאוֹת""","צבאות"""
"""וַיַּכְנַע","""ויכנע"
"""וַתִּשְׁקֹט","""ותשקוט"
"שָׁנָה""","שנה"""
"""בִּשְׁנַת","""בשנת"
"""לְמַרְבֵּה","""למרבה"
הַמִּשְׁפָטִים,המשפטים
"""הַדָּבָר","""הדבר"
לְיוֹנָדָב,ליונדב
"""וְשָׁכַנְתִּי","""ושכנתי"
"""הַגֵּד","""הגד"
"""וּדְבַר","""ודבר"
"""וַיִּרְכַּב","""וירכב"
"יִזְרְעֶאלָה""","יזרעאלה"""
"""וַיִּשְׁלַח","""וישלח"
חִירָם,חירם
"מִצֹּר""","מצור"""
"""וַתִּתֹּם","""ותיתום"
"הָעַמּוּדִים""","העמודים"""
"""וַיַּעַשׂ","""ויעש"
חִירוֹם,חירום
הַכִּיֹּרוֹת,הכיורות
"""וְהַפֹּתוֹת","""והפותות"
יָצַרְתִּי,יצרתי
בְאֵלֶּה,באלה
בְּיִרְמְיָה,בירמיה
"""וַיֹּסֶף","""ויוסף"
בִּלְבָבְךָ,בלבבך
"עֲשֵׂה""","עשה"""
"""וַיֵּלֶךְ","""וילך"
כִּבְרַת,כברת
"""וְאַרְבָּעָה","""וארבעה"
"""הֲתִשְׁפֹּט","""התשפוט"
הֲתִשְׁפֹּט,התשפוט
"""וְנִחַלְתְּ","""וניחלת"
"""בָּאוּ","""באו"
"""צְבִי","""צבי"
"הָאֲרָצוֹת""","הארצות"""
"""וְהַכֹּהֲנִים","""והכוהנים"
עֻזִּי,עוזי
וּמָעֻזִּי,ומעוזי
וּמְנוּסִי,ומנוסי
"""רְפָאֵנִי","""רפאני"
"וְאֵרָפֵא""","ואירפא"""
"""הִנָּבֵא","""הינבא"
"""וְהִצַּלְתִּים","""והצלתים"
הָעֹבְדִים,העובדים
"""וְאֵרַשְׂתִּיךְ","""ואירשתיך"
מִצָּרְעָה,מצורעה
"""וַיִּגְדַּל","""ויגדל"
בְּשׁוֹפְטִים,בשופטים
בְּהַעֲלֹתְךָ,בהעלותך
וְשִׂמְחִי,ושמחי
"""יְדֵי","""ידי"
יִסְּדוּ,ייסדו
"מִפָּנֵינוּ""","מפנינו"""
בִּיהוֹשׁוּעַ,ביהושוע
וְנֵלְכָה,ונלכה
הַגִּלְגָּל,הגלגל
"""וְיִפְתָּח","""ויפתח"
מיכה,מיכה
"""וְהַצְנֵעַ","""והצנע"
פִּינְחַס,פינחס
"""וְיַד","""ויד"
"""וַיָּקָם","""ויקם"
"אֵלִיָּהוּ""","אלייהו"""
"""וַיִּתֵּן","""וייתן"
לְמַטֵּה,למטה
"""וַיַּחְלְקוּ","""ויחלקו"
בִּיהוֹשׁוּע,ביהושוע
"""וַיִּתְּנוּ","""וייתנו"
"לַלְוִיִּם""","ללויים"""
"""וְאֵלֶּה","""ואלה"
"""וִהְיִיתֶם","""והייתם"
"לְעָם""","לעם"""
"""וָאֶתְפַּלֵּל","""ואתפלל"
תִתִּי,תיתי
"""שָׂדוֹת","""שדות"
יִקְנוּ,יקנו
"""הָלֹךְ","""הלוך"
"""וְהִתְבָּרְכוּ","""והתברכו"
"יִתְהַלָּלוּ""","יתהללו"""
וַהֲקִמֹתִי,והקימותי
"בַּמִּסְתָּרִים""","במסתרים"""
"""וַיַּאַסְפוּ","""ויאספו"
"""אָז","""אז"
"""וַיֶּאֱסֹף","""ויאסוף"
"""כְּרָמִים","""כרמים"
נְטַעְתֶּם,נטעתם
"""וְלָקַחְתִּי","""ולקחתי"
מִצַּמֶּרֶת,מצמרת
הָאֶרֶז,הארז
"""וְהָשִׁיבוּ","""והשיבו"
"וִחְיוּ""","וחיו"""
הַמְקוֹמוֹת,המקומות
"""וַתֹּאמֶר","""ותאמר"
"""עֲנִיָּה","""ענייה"
סֹעֲרָה,סוערה
מְנַחֶמְכֶם,מנחמכם
בַּשִּׁשִּׁית,בשישית
"אוֹרֵךְ""","אורך"""
"""שׂוֹשׂ","""שוש"
אָשִׂישׂ,אשיש
נָחַלְתִּי,נחלתי
עֵדְוֺתֶיךָ,עדוותיך
שֶׁהָעוֹשֶׂה,שהעושה
הַסְּקֵלָה,הסקילה
גְּרִירָתָן,גרירתן
חָפְרוּ,חפרו
נֶעְקְרוּ,נעקרו
נָשַׁר,נשר
וְנַעֲשָׂת,ונעשת
שֶׁוַּדַּאי,שוודאי
לְשַׂחַק,לשחק
לַהֲרִיגַת,להריגת
שֶׁיֵּחָתֵךְ,שייחתך
וְהַמָּוֶת,והמוות
שֶׁכִּבָּה,שכיבה
שֶׁהַכִּבּוּי,שהכיבוי
הַכִּבּוּי,הכיבוי
כִבָּה,כיבה
הַמַּעְבִיר,המעביר
הַמְּכַבֶּה,המכבה
יֻזְּקוּ,יוזקו
הַהַעְבָּרָה,ההעברה
הַהֶזֵּק,ההיזק
לְהָרְגָן,להרגן
שֶׁנִּתְכַּוַּן,שנתכוון
וְלִקַּט,וליקט
וְנֶהְפַּךְ,ונהפך
שֶׁלִּקַּט,שליקט
שֶׁחָשַׁב,שחשב
לִקַּט,ליקט
דּוֹלְקוֹת,דולקות
כָּבוֹת,כבות
לְלַקַּט,ללקט
וּלְכַבּוֹת,ולכבות
הַהַדְלָקָה,ההדלקה
מִכַּוָּנָתוֹ,מכוונתו
חָגוּר,חגור
בְּסֵינָר,בסינר
וְהִשְׁלִיךְ,והשליך
וַחֲלוּקוֹ,וחלוקו
וְיִכְתֹב,ויכתוב
הָאִגֶּרֶת,האיגרת
מִשֶּׁיִּכְתֹּב,משיכתוב
מִשֶּׁיֶּאֱרֹג,משיארוג
שֶׁכַּוָּנָתוֹ,שכוונתו
הַחֵפֶץ,החפץ
שֶׁאָחֲזוּ,שאחזו
בַּקֻּלְמוֹס,בקולמוס
וּמְסַיֵּעַ,ומסייע
הַמְּקַלְקְלִין,המקלקלין
שֶׁחָבַל,שחבל
שְׂרָפָן,שרפן
גֻּמָּה,גומה
לְקַלְקַל,לקלקל
הַמְּקַלְקֵל,המקלקל
שֶׁסָּתַר,שסתר
שֶׁמָּחַק,שמחק
שֶׁחָפַר,שחפר
וְשֵׁעוּרוֹ,ושיעורו
הַמְּתַקֵּן,המתקן
אֲמָדוּהוּ,אמדוהו
וּמְחִמִּין,ומחימין
לִרְחִיצַת,לרחיצת
כַּחֹל,כחול
כְּשֶׁעוֹשִׂים,כשעושים
לְהִתְמַהְמַהּ,להתמהמה
בְּחִלּוּל,בחילול
שׁוֹתְתוֹת,שותתות
הַכְּאֵב,הכאב
קֶדַח,קדח
בִּכְבֵדוֹ,בכבדו
וּטְחוֹלוֹ,וטחולו
בַּחֲלָלוֹ,בחללו
אֹמֶד,אומד
שֶׁחֹלִי,שחולי
אֲמִידָה,אמידה
וּמַכָּה,ומכה
וְהַחֹם,והחום
שֶׁמְּצַמֵּר,שמצמר
שֶׁהָרוֹפְאִים,שהרופאים
הַבּוֹלֵעַ,הבולע
נִימָה,נימה
מִזּוֹחֲלֵי,מזוחלי
שֶׁמְּמִיתִין,שממיתין
שֶׁאֲמָדוּהוּ,שאמדוהו
רוֹפְאִים,רופאים
גְּרֹגֶּרֶת,גרוגרת
גְּרֹגְּרוֹת,גרוגרות
עֻקְצִין,עוקצין
בְּעֹקֶץ,בעוקץ
בִּבְצִירָה,בבצירה
יִכְרְתוּ,יכרתו
עֹקֶץ,עוקץ
הַמְּבַשֵּׁל,המבשל
שֶׁנִּגְזֹר,שנגזור
וְלֶאֱפוֹת,ולאפות
כּוֹחֵל,כוחל
אָזְנַיִם,אוזניים
כְּשֶׁכּוֹרַעַת,כשכורעת
לֵילֶד,לילד
וְחוֹתְכִים,וחותכים
מְצַעֶקֶת,מצעקת
בַּחֲבָלֶיהָ,בחבליה
סוֹמָה,סומה
שֶׁדַּעְתָּהּ,שדעתה
מִתְיַשֶּׁבֶת,מתיישבת
הַגּוֹיָה,הגויה
צְרָכֶיהָ,צרכיה
וּמִשְּׁלוֹשָׁה,ומשלושה
כְּחוֹלֶה,כחולה
לֶחָיָה,לחיה
שֶׁהַצִּנָּה,שהצינה
בִּמְקוֹמוֹת,במקומות
הַקּוֹר,הקור
לְהִתְחַמַּם,להתחמם
וְנִצְטַנַּן,ונצטנן
וּמַרְחִיצִין,ומרחיצין
הַוֶּלֶד,הוולד
טַבּוּרוֹ,טבורו
וּמוֹלְחִין,ומולחין
וּמְלַפְּפִין,ומלפפין
מַרְחִיצִים,מרחיצים
שֶׁיָּשְׁבָה,שישבה
וְהַמַּקְדִּים,והמקדים
צָד,צד
שֶׁטָּבַע,שטבע
לְהַעֲלוֹתוֹ,להעלותו
מַדְרֵגָה,מדרגה
עֲקִירָתָן,עקירתן
מְפַצֵּל,מפצל
שֶׁחוֹשְׁשִׁין,שחוששין
וּמְתַקְּנָהּ,ומתקנה
שֶׁנִּתְרוֹצֵץ,שנתרוצץ
חֻטְמוֹ,חוטמו
יִשְׂרְאֵלִי,ישראלי
מְפַקְּחִים,מפקחים
וְהַנִּשְׁאָרִים,והנשארים
עֲקִירָתָם,עקירתם
שֶׁנֶּעְקְרוּ,שנעקרו
וּמַבְדִּיל,ומבדיל
בְּמוֹצָאוֹ,במוצאו
בִּשְׁיָרָה,בשיירה
שֶׁעָרְכוּ,שערכו
שֶׁיְּכוּלִין,שיכולין
וְלַעְזֹר,ולעזור
שֶׁבַּמָּצוֹר,שבמצור
וּלְהַצִּילָם,ולהצילם
וּכְשֶׁיַּצִּילוּ,וכשיצילו
לִמְקוֹמָם,למקומם
לְהַכְשִׁילָן,להכשילן
שֶׁהִקִּיפָהּ,שהקיפה
לְהַצִּילָן,להצילן
וְזוֹעֲקִים,וזועקים
וּמִתְחַנְּנִים,ומתחננים
לַעְזֹר,לעזור
מִתְחַנְּנִים,מתחננים
זוֹעֲקִין,זועקין
שֶׁכּוֹבְשִׁין,שכובשין
"רִדְתָּהּ""","רדתה"""
כָבַשׁ,כבש
נִגְמֶרֶת,נגמרת
מִתְמַלְּאָה,מתמלאה
מִתְגַּמְּרִין,מתגמרין
וּמַנִּיחִים,ומניחים
קִלּוֹר,קילור
וְאַסְפְּלוֹנִית,ואספלונית
וְסַמָּמְנִין,וסממנין
נִשְׁרִין,נשרין
לַיּוּרָה,ליורה
וְאַוְנִין,ואונין
וּלְעוֹפוֹת,ולעופות
וּלְדָגִים,ולדגים
וְטוֹעֲנִין,וטוענין
בְּקוֹרַת,בקורת
וּבְעִגּוּלֵי,ובעיגולי
וְהַמַּשְׁקִין,והמשקין
מִתְבַּשְּׁלִים,מתבשלים
יַחְתֶּה,יחתה
בָשַׁל,בשל
הוּחַמּוּ,הוחמו
שֶׁבָּשַׁל,שבשל
מַשְׁהִין,משהין
שֶׁהֻנַּח,שהונח
לְצַמְּקוֹ,לצמקו
גָּרַף,גרף
הַכִּירָה,הכירה
בְּאֵפֶר,באפר
בִּנְעֹרֶת,בנעורת
כִּמְכֻסּוֹת,כמכוסות
בִּגְבַבָה,בגבבה
בּוֹעֲרוֹת,בוערות
לַשְׁהוֹת,לשהות
בַּכִּירָה,בכירה
שֶׁהֶבְלָהּ,שהבלה
שֶׁגָּרַף,שגרף
וּמִצְטָמֵּק,ומצטמק
וְהֶבְלוֹ,והבלו
מַסִּיחַ,מסיח
וְחוֹשְׁשִׁים,וחוששים
הַמְּעוּטָה,המעוטה
וּגְבַבָה,וגבבה
שֶׁהַגּוֹרֵף,שהגורף
גּוֹרֵף,גורף
תִשָּׁאֵר,תישאר
נִיצוֹצָה,ניצוצה
שֶׁהֶבְלוֹ,שהבלו
לְנַעַר,לנער
הַנִּיצוֹצוֹת,הניצוצות
הַנִּשְׁאָרוֹת,הנשארות
הַכֻּפָּח,הכופח
הֶבְלוֹ,הבלו
וּמוּעָט,ומועט
הִסִּיקוֹ,הסיקו
כַּכִּירָה,ככירה
שֶׁהֻסְּקָה,שהוסקה
וּבִגְבַבָה,ובגבבה
וּמַשְׁהִין,ומשהין
לַכִּירָה,לכירה
וְכֻפָּח,וכופח
בָּשַׁל,בשל
כְּתַבְשִׁיל,כתבשיל
גָרַף,גרף
וְשִׁהָּה,ושיהה
וְיַמְתִין,וימתין
שְׁכָחוֹ,שכחו
כְּשֶׁנּוֹטְלִים,כשנוטלים
שֶׁהֻסְּקוּ,שהוסקו
מִשֶּׁהִנִּיחָהּ,משהניחה
לַכֻּפָּח,לכופח
שֶׁהֶבְלָן,שהבלן
שֶׁמַּגֵּס,שמגיס
הַבִּשּׁוּל,הבישול
כִּמְבַשֵּׁל,כמבשל
מִכִּירָה,מכירה
לְכִירָה,לכירה
לִטְמִינָה,לטמינה
מִטְּמִינָה,מטמינה
וְתֻרְמוֹסִין,ותורמוסין
וְיַשְׁהֶה,וישהה
בָשְׁלוּ,בשלו
לַשְׁהוֹתָן,לשהותן
יִתְחָרַךְ,יתחרך
חֲמִימוּת,חמימות
וְלַחְתּוֹת,ולחתות
וְיִתְקַשֶּׁה,ויתקשה
וְיִפָּסֵד,וייפסד
וְיִצְטַנַּן,ויצטנן
מַפְסֶדֶת,מפסדת
יְגַלֵּהוּ,יגלהו
וְיַחְתֶּה,ויחתה
אַוְנִין,אונין
גִּלָּהוּ,גילהו
לְשַׁלְשַׁל,לשלשל
זְרִיזִים,זריזים
בָּצֵל,בצל
שֶׁיִּצָּלוּ,שייצלו
כְּמִצְטַמֵּק,כמצטמק
חָתָה,חתה
וִיעַשַּׁן,ויעשן
יַגֵּס,יגיס
מֻדְבָּקִים,מודבקים
אֲפִיָּתָן,אפייתן
יַפְסִיד,יפסיד
לְחָשֵׁכָה,לחשיכה
בְּמִרְדֶּה,במרדה
וְיָנִיד,ויניד
עָבְיוֹ,עובייו
מַאֲחִיזִין,מאחיזין
שֶׁהַכּוֹהֲנִים,שהכוהנים
נִתְלֵית,נתלית
אָגַד,אגד
הַגַּרְעִנִּין,הגרעינין
כְּעֵצִים,כעצים
בְּבִשּׁוּלוֹ,בבישולו
וְזֵבֶל,וזבל
וְסִיד,וסיד
וּמוֹכִין,ומוכין
בַּחֲמִימוּתוֹ,בחמימותו
מִלְּהִצְטַנַּן,מלהצטנן
וְכַנְפֵי,וכנפי
וְנָסֹרֶת,ונסורת
וּשְׁלָחִין,ושלחין
וְגִזֵּי,וגיזי
שֶׁטּוֹמְנִין,שטומנין
וְיִצְטָרַךְ,ויצטרך
הָרְתִיחָה,הרתיחה
טוֹמֵן,טומן
לִטְמֹן,לטמון
רָתְחוּ,רתחו
וְנָחוּ,ונחו
מִבִּעְבּוּעָן,מביעבוען
בִּרְמָץ,ברמץ
יִצְטַנַּן,יצטנן
שֶׁתָּפוּג,שתפוג
צִנָּתוֹ,צינתו
שֶׁטְּמָנָן,שטמנן
וְנִתְגַּלּוּ,ונתגלו
לְכַסּוֹתָן,לכסותן
שֶׁנִּתְבַּשַּׁל,שנתבשל
פִּנָּהוּ,פינהו
מֵחָם,מיחם
וּמֵחָם,ומיחם
חֻמָּם,חומם
בַּחֲמִימוּתָן,בחמימותן
כְּטוֹמֵן,כטומן
לִרְדֹף,לרדוף
שֶׁיַּעֲשֶׂנָּה,שיעשנה
בִּרְאִיָּתוֹ,בראייתו
לְהַבְחִינוֹ,להבחינו
מְצֻוּוֹת,מצוות
הָעֲסֵקוֹת,העסקות
לְהַזְהִירָן,להזהירן
וְלִבְדֹּק,ולבדוק
וּמִשֶּׁיֵּרָאוּ,ומשייראו
וּמֶשִׁי,ומשי
וּפִשְׁתָּן,ופשתן
נֻפַּץ,נופץ
וְסִיב,וסיב
הָרַכִּים,הרכים
פִּשְׁתָּה,פשתה
נְפוּצָה,נפוצה
וְהַמַּדְלִיק,והמדליק
הַכּוֹרֵךְ,הכורך
לְהַעֲבוֹת,להעבות
אוֹרָהּ,אורה
תִשְׁתַּלְשַׁל,תשתלשל
גַּרְגֶּר,גרגר
וְגָרִיס,וגריס
שְׁמָנִין,שמנין
וְאַלְיָה,ואליה
בִּשְׁמָנִים,בשמנים
וְיַטֶּה,ויטה
שֶׁיִּשְׁתַּמַּשׁ,שישתמש
שֶׁהִתִּיכוֹ,שהתיכו
עֵרְבָן,עירבן
מִשְּׁמָנִים,משמנים
בְּצֹרִי,בצורי
בִּנְפָט,בנפט
וְשֻׁמְשְׁמִין,ושומשמין
שֶׁמָּנוּ,שמנו
מְנֻקָּב,מנוקב
מְנַטֵּף,מנטף
שֶׁהֻדְלַק,שהודלק
מֵהֲכֵנוֹ,מהכינו
בִטְּלוֹ,ביטלו
מִלְּטַלְטְלוֹ,מלטלטלו
וְהַנֵּר,והנר
שֶׁהָרָב,שהרב
מְשַׁמְּרָן,משמרן
אֵימָתָן,אימתן
לְהַקְרוֹתָן,להקרותן
הַדּוֹמִים,הדומים
בְּעִיּוּן,בעיון
וּלְהַבְחִין,ולהבחין
מַכִּירָן,מכירן
שֶׁאוֹרוֹ,שאורו
יִסְתַּפַּק,יסתפק
וְלִנְעֹל,ולנעול
מְכַבֵּהוּ,מכבהו
הַמִּגְרָשׁ,המגרש
בַּשָּׂדוֹת,בשדות
מִלַּחְרֹשׁ,מלחרוש
וּמִלַּעְדֹּר,ומלעדר
הַחֲנִיּוֹת,החנייות
וְהַתָּרִיסִין,והתריסין
הַתָּרִיסִין,התריסין
וְהַקְּדֵרוֹת,והקדירות
הַמְּסַלֵּק,המסלק
תוֹקְעִין,תוקעין
בְּעֵינֵיהֶן,בעיניהן
וַיָּבוֹאוּ,ויבואו
מִלָּא,מילא
וּלְמַעַט,ולמעט
שֶׁהַמַּדְלִיק,שהמדליק
וְיִקָּבֵר,וייקבר
בִּסְרַטְיָה,בסרטיה
הָעוֹבְרִין,העוברין
וְהַשָּׁבִין,והשבין
שֶׁהַנָּכְרִים,שהנוכרים
יִסְפְּדוּ,יספדו
שֶׁמִּמָּקוֹם,שממקום
וְגוֹיִים,וגויים
חַמָּיו,חמיו
הוּחַמּוֹ,הוחמו
מִשְׂתַּכַּר,משתכר
מִתְעַכֵּב,מתעכב
שֶׁאֲמִירָה,שאמירה
וּמִשּׁוֹם,ומשום
בְּסוּרְיָה,בסוריה
שֶׁסּוּרְיָה,שסוריה
וְהַגּוֹי,והגוי
יֶאֱרֹג,יארוג
וְאוֹרֵג,ואורג
וּגְלוּיָה,וגלויה
וּמְפֻרְסֶמֶת,ומפורסמת
שֶׁקָּצַץ,שקצץ
שֶׁפְּלוֹנִי,שפלוני
שָׂכַר,שכר
כּוֹתָלוֹ,כותלו
בְּתוֹךָ,בתוך
הַפּוֹעֲלִין,הפועלין
וְנוֹטְעָן,ונוטען
שֶׁשְּׂכוּרִין,ששכורין
בַּאֲרִיסוּת,באריסות
לְהַשְׂכִּירוֹ,להשכירו
לִתְּנוֹ,ליתנו
וּלְהַשְׂכִּירָן,ולהשכירן
וְעַבְדוֹ,ועבדו
הַמִּשְׁתַּתֵּף,המשתתף
בִּסְחוֹרָה,בסחורה
בְּחָנוּת,בחנות
שְׁבִיעַ,שביע
לְאֻמָּן,לאומן
יַשְׂאִילֶנּוּ,ישאילנו
יְמַשְׁכְּנֶנּוּ,ימשכננו
שֶׁהִלְוָהוּ,שהלווהו
מִשְׁכְּנוֹ,מישכנו
וְשׁוֹלֵחַ,ושולח
שְׁלוּחָיו,שלוחיו
שָׁהוּת,שהות
שֶׁמְּקַבֵּץ,שמקבץ
וְשׁוֹלְחָן,ושולחן
שֶׁמּוֹלִיכָהּ,שמוליכה
הַנִּיחֵן,הניחן
לוֹקְחוֹ,לוקחו
שֶׁנְּתָנוֹ,שנתנו
שֶׁיַּשְׁלִיכוֹ,שישליכו
תַתִּיר,תתיר
שֶׁבִּשַּׁל,שבישל
בִּשַּׁל,בישל
מֻשְׁלָם,מושלם
הַחֲרִישָׁה,החרישה
וְהַזְּרִיעָה,והזריעה
וְהַקְּצִירָה,והקצירה
וְהָעִמּוּר,והעימור
וְהַדִּישָׁה,והדישה
וְהַזְּרִיָּה,והזרייה
וְהַבְּרִירָה,והברירה
וְהַטְּחִינָה,והטחינה
וְהַהַרְקָדָה,וההרקדה
וְהַלִּישָׁה,והלישה
וְהָאֲפִיָּה,והאפייה
וְהַגְּזִיזָה,והגזיזה
וְהַלִבּוּן,והליבון
וְהַנִּפּוּץ,והניפוץ
וְהַצְּבִיעָה,והצביעה
וְהַטְּוִיָּה,והטווייה
הַנִּירִין,הנירין
וְהַנְסָכַת,והנסכת
הַמַּסֵּכָה,המסכה
וְהָאֲרִיגָה,והאריגה
וְהַבְּצִיעָה,והבציעה
וְהַקְּשִׁירָה,והקשירה
וְהַהַתָּרָה,וההתרה
וְהַתְּפִירָה,והתפירה
וְהַקְּרִיעָה,והקריעה
וְהַבִּנְיָן,והבניין
וְהַסְּתִירָה,והסתירה
וְהַהַכָּיָה,וההכיה
וְהַצִּידָה,והצידה
וְהַשְּׁחִיטָה,והשחיטה
וְהַהַפְשָׁטָה,וההפשטה
וְהַהַעְבָּדָה,וההעבדה
וּמְחִיקַת,ומחיקת
וְחִתּוּכוֹ,וחיתוכו
וְהַכְּתִיבָה,והכתיבה
וְהַמְּחִיקָה,והמחיקה
וְהַשִּׁרְטוּט,והשרטוט
וְהַהַבְעָרָה,וההבערה
וְהַכִּבּוּי,והכיבוי
וְהַהוֹצָאָה,וההוצאה
הַמְּלָאכוֹת,המלאכות
מֵעִנְיָנָן,מעניינן
עִנְיָנָן,עניינן
הַזּוֹמֵר,הזומר
מֵאֲבוֹת,מאבות
לְצַמַּח,לצמח
קָטְנִית,קטנית
הַגּוֹדֵר,הגודר
הַמּוֹסֵק,המוסק
הָאוֹרֶה,האורה
מִגִּדּוּלָיו,מגידוליו
הַתּוֹלָדָה,התולדה
הַדּוֹמָה,הדומה
הַמְּחַתֵּךְ,המחתך
תּוֹלֶדֶת,תולדת
שֶׁהַטּוֹחֵן,שהטוחן
וּמְחַלְּקוֹ,ומחלקו
לְגוּפִים,לגופים
וְשָׁף,ושף
מֵעֲפָרוֹ,מעפרו
לְחַבְּצוֹ,לחבצו
הַקּוֹס,הקוס
גִּבְּנוֹ,גיבנו
גְּבִנָּה,גבינה
הַמְּקַבֵּץ,המקבץ
וְדָבַק,ודבק
וּמִגּוּף,ומגוף
וְתוֹלֶדֶת,ותולדת
וְהַתּוֹלָדוֹת,והתולדות
וְתוֹלְדוֹתָיו,ותולדותיו
שֶׁחָרַשׁ,שחרש
שֶׁזָּרַע,שזרע
וְזָמַר,וזמר
הַמְּנַכֵּשׁ,המנכש
וְהַמְּקַרְסֵם,והמקרסם
הַמְּזָרֵד,המזרד
וּמִשֶּׁיַּעֲשֶׂה,ומשיעשה
הַמַּשְׁוֶה,המשווה
שֶׁהִשְׁפִּיל,שהשפיל
וְרִדְּדוֹ,ורדדו
שֵׁעוּרוֹ,שיעורו
שֶׁיִּצְמַח,שיצמח
הַמַּשְׁקֶה,המשקה
צְמָחִין,צמחין
הַשּׁוֹרֶה,השורה
וּשְׂעוֹרִין,ושעורין
כִּגְרֹגֶּרֶת,כגרוגרת
וְתוֹלֵשׁ,ותולש
הָעוֹקֵר,העוקר
וְכִשּׁוּת,וכישות
שֶׁעָלָת,שעלת
בִּסְנֶה,בסנה
שֶׁצָּמְחוּ,שצמחו
מֵעֲצִיץ,מעציץ
וַעֲצִיץ,ועציץ
כָּאָרֶץ,כארץ
שֶׁקְּצִירָתוֹ,שקצירתו
מְצַמַּחַת,מצמחת
וּמְגַדְּלַתּוּ,ומגדלתו
הַקּוֹצְרוֹ,הקוצרו
שֶׁיָּבְשׁוּ,שיבשו
בְּאִבֵּיהֶן,באיביהן
כַּעֲקוּרִין,כעקורין
וְהַמְּזָרֵד,והמזרד
הַמְּעַמֵּר,המעמר
עִמַּר,עימר
וּגְרֹגֶּרֶת,וגרוגרת
שֶׁנִּקַּב,שניקב
הַחֶבֶל,החבל
וְהַמְּפָרֵק,והמפרק
הַחַבּוּרָה,החבורה
בַּחוֹבֵל,בחובל
וְשָׁכְכָה,ושככה
שֶׁנִּצְרַר,שנצרר
בַּמַּשְׁקִין,במשקין
דְּרִיכַת,דריכת
לִסְחֹט,לסחט
שֶׁמַּשְׁקֶה,שמשקה
כִּמְפָרֵק,כמפרק
מֵאֹכֶל,מאכל
דּוֹרֵךְ,דורך
וְהַחוֹלֵב,והחולב
הַיּוֹנֵק,היונק
שֶׁיַּחְלֹב,שיחלוב
וְהַמְּחַבֵּץ,והמחבץ
הַמְּמַחֶה,הממחה
שֶׁהַזּוֹרֵה,שהזורה
וְהַבּוֹרֵר,והבורר
וְהַמְּרַקֵּד,והמרקד
בְּנַפָה,בנפה
תֻּרְמוֹסִין,תורמוסין
שֶׁהַפָּסֹלֶת,שהפסולת
כְּשֶׁיִּשָּׁלְקוּ,כשיישלקו
לְהַנִּיחוֹ,להניחו
שֶׁבֵּרַר,שבירר
הַמְּשַׁמֵּר,המשמר
בַּמַּשְׁמֶרֶת,במשמרת
שֶׁיְּשַׁמַּר,שישמר
לְמַסְנֶנֶת,למסננת
שֶׁיֵּצַל,שייצל
בִּשְׁמָרֶיהָ,בשמריה
הַסּוּדָרִין,הסודרין
הַשּׁוֹחֵק,השוחק
וְסַמָּנִין,וסמנין
